ID	备注	标签信息(N代表角色or武器，M代表常驻orUP）	生效范围	蛋池限定时间	界面上是否显示时间（1代表不显示）	排序权重（越高越前）	蛋池类型区(0新手1常规2限定3常规自选UP4锁定自选UP5庆典卡池6单选7庆典单选）	保底类型（1特选，2非特选）	蛋池描述（名称，时间描述，外围描述，详情）	详细描述配置	展示资源（界面名字，资源名字{武器填视频名字，角色填spine名字}，缩放时间，初始位移点，最终位移点，缩放大小，slogan资源，展示角色GDPL，从第几秒开始循环、背景乐ID）	单抽价格{{g,d,p,l,n}}	十连价格{{g,d,p,l,n}}	特殊抽卡道具	具体蛋池内容配置{表名，表名}	保底必得{{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}},{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}}}		保底继承序列（影响UP+箱子）	概率	十连重置标记{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}	第十抽保底概率	每日抽奖次数上限	十连内概率叠加	保底内概率叠加	特殊不歪池概率叠加	指定抽数出道具	是否开启UP选择功能	显示概率	初始特殊保底	独立新手池抽取次数	展示4星道具	定轨UP自选	锁定关联池子ID	锁定关联池子确认提示	标签页UI资源关联	蛋池大图UI资源关联	是否禁止播放视频（不配正常播，1全部不播，2和谐下不播）	武器spine	获取途径	获取途径	获取途径	推荐id
161	二选一	{1,2}	0	{202505291000,202507100400}		356	6	1	60039	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{127,{1,13,2,1}},{145,{1,4,3,1}}}	61	{"60039_sure1","60033_sure2","60033_sure3","60033_sure4"}			1					120
162	二选一	{2,2}	0	{202505291000,202507100400}		355	6	1	60040	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{128,{2,3,26,1}},{146,{2,2,24,1}}}	62	{"60040_sure1","60034_sure2","60034_sure3","60034_sure4"}			1					120
163	【特选】3.0凯西娅	{1,2}	0	{202511270400,202512180400}		366	2	1	20057	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20057_detailtitle1","20057_detaildes11","20057_detaildes12","20057_detaildes13","20057_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20057_detaildes23","20057_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl015c','/Game/Spine/Hero/Girl015b/GachaGirl_015b.GachaGirl_015b',0.3,{0,0},{0,0},{1.2,1},1602812,{1,15,3,1},3,3172}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool051'}	{100,{{'pool051',6}}}	{100,{'pool051',6}}	3	10011	{{'pool001',4},{'pool051',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					122
164	【特选】3.0凯西娅	{2,2}	0	{202511270400,202512180400}		365	2	1	20058	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20058_detailtitle1","20058_detaildes11","20058_detaildes12","20058_detaildes13","20058_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20058_detaildes23","20058_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_91501',1602816, {2,9,3,1},6.5,3170,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002_153','pool052'}	{80,{{'pool052',6}}}	{80,{'pool052',6}}	4	10012	{{'pool002_153',4},{'pool052',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_91501.weapon_91501				122
165	【特选】3.0苔丝	{1,2}	0	{202511270400,202512180400}		364	2	1	20059	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20059_detailtitle1","20059_detaildes11","20059_detaildes12","20059_detaildes13","20059_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20059_detaildes23","20059_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl017a','/Game/Spine/Hero/Girl017a/GachaGirl_017a.GachaGirl_017a',0.3,{0,0},{0,0},{1.2,1},1602814,{1,17,2,1},3,3173}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool053'}	{100,{{'pool053',6}}}	{100,{'pool053',6}}	3	10011	{{'pool001',4},{'pool053',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
166	【特选】3.0苔丝	{2,2}	0	{202511270400,202512180400}		363	2	1	20060	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20060_detailtitle1","20060_detaildes11","20060_detaildes12","20060_detaildes13","20060_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20060_detaildes23","20060_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_51510',1602817, {2,5,30,1},8,3171,10,0.5,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool054'}	{80,{{'pool054',6}}}	{80,{'pool054',6}}	4	10012	{{'pool002',4},{'pool054',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_51510.weapon_51510				120
167	三选一	{1,2}	0	{202507100400,202508210400}		362	6	1	60037	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{129,{1,2,3,1}},{131,{1,8,3,1}},{173,{1,20,1,1}}}	67	{"60037_sure1","60033_sure2","60033_sure3","60033_sure4"}			1					120
168	三选一	{2,2}	0	{202507100400,202508210400}		361	6	1	60038	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{130,{2,7,3,1}},{132,{2,5,24,1}},{174,{2,4,30,1}}}	68	{"60038_sure1","60034_sure2","60034_sure3","60034_sure4"}			1					120
169	【特选】3.0特殊自选池-角色	{1,2}	0	{202507100400,202508210400}		360	4	1	20033	{{"20003_detailtitle1","20003_detaildes11","20003_detaildes12","20003_detaildes13","20003_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20003_detaildes23","20003_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl001a','/Game/Spine/Hero/Girl001a/GachaGirl_001a.GachaGirl_001a',0.3,{0,0},{0,0},{1.2,1},1602066,{1,1,2,1},1,3052}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool023'}	{100,{{'pool015',6}}}	{100,{'pool015',6}}	3	10011	{{'pool001',4},{'pool025',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{141,{1,15,2,1}},{143,{1,5,3,1}},{145,{1,4,3,1}},{147,{1,20,1,1}},{151,{1,14,3,1}},{149,{1,10,3,1}},{153,{1,11,3,1}}}	69	{"10033_sure1","10033_sure2","10033_sure3","10033_sure4"}			1					120
170	【特选】3.0特殊自选池-武器	{2,2}	0	{202507100400,202508210400}		359	4	1	20034	{{"20004_detailtitle1","20004_detaildes11","20004_detaildes12","20004_detaildes13","20004_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20004_detaildes23","20004_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_41502',1602079, {2,4,18,1},13,3044,16,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool024'}	{80,{{'pool016',6}}}	{80,{'pool016',6}}	4	10012	{{'pool002',4},{'pool026',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{142,{2,5,26,1}},{144,{2,3,28,1}},{146,{2,2,24,1}},{148,{2,4,30,1}},{152,{2,8,3,1}},{150,{2,1,29,1}},{154,{2,3,30,1}}}	70	{"10034_sure1","10034_sure2","10034_sure3","10034_sure4"}			1	/Game/Spine/Weapon/weapon_41502.weapon_41502				120
171	【特选】2.6恩雅	{1,2}	0	{202503061000,202503270400}		346	2	1	20051	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20051_detailtitle1","20051_detaildes11","20051_detaildes12","20051_detaildes13","20051_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20051_detaildes23","20051_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl011b','/Game/Spine/Hero/Girl011b/GachaGirl_011b.GachaGirl_011b',0.3,{0,0},{0,0},{1.2,1},1602691,{1,11,3,1},3,3137}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool046'}	{100,{{'pool046',6}}}	{100,{'pool046',6}}	3	10011	{{'pool001',4},{'pool046',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
172	【特选】2.6恩雅武器	{2,2}	0	{202503061000,202503270400}		345	2	1	20052	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20052_detailtitle1","20052_detaildes11","20052_detaildes12","20052_detaildes13","20052_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20052_detaildes23","20052_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_31505',1602676, {2,3,30,1},8,3136,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool045'}	{80,{{'pool045',6}}}	{80,{'pool045',6}}	4	10012	{{'pool002',4},{'pool045',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_31505.weapon_31505				120
173	【特选】2.4新角色	{1,2}	0	{202505081000,202505290400}		340	2	1	20045	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20045_detailtitle1","20045_detaildes11","20045_detaildes12","20045_detaildes13","20045_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20045_detaildes23","20045_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl020','/Game/Spine/Hero/Girl020/GachaGirl_020.GachaGirl_020',0.3,{0,0},{0,0},{1.2,1},1602596,{1,20,1,1},3,3126}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool039'}	{100,{{'pool039',6}}}	{100,{'pool039',6}}	3	10011	{{'pool001',4},{'pool039',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
174	【特选】2.4新角色武器	{2,2}	0	{202505081000,202505290400}		339	2	1	20046	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20046_detailtitle1","20046_detaildes11","20046_detaildes12","20046_detaildes13","20046_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20046_detaildes23","20046_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_42506',1602589, {2,4,30,1},7,3125,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool040'}	{80,{{'pool040',6}}}	{80,{'pool040',6}}	4	10012	{{'pool002',4},{'pool040',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_42506.weapon_42506				120
175	【特选】3.1克萝蕤那	{1,2}	0	{202605080400,202606190400}		370	2	1	20061	{{"20061_detailtitle1","20061_detaildes11","20061_detaildes12","20061_detaildes13","20061_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20061_detaildes23","20061_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl022','/Game/Spine/Hero/Girl022/GachaGirl_022.GachaGirl_022',0.3,{0,0},{0,0},{1.2,1},1602862,{1,22,1,1},3,3178}	{{5,21,1,5,1}}	{{5,21,1,5,10}}	{5,21,4,5,1}	{'pool001','pool055'}	{100,{{'pool055',6}}}	{100,{'pool055',6}}	3	10011	{{'pool001',4},{'pool055',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
176	【特选】3.1克萝蕤那	{2,2}	0	{202605080400,202606190400}		369	2	1	20062	{{"20062_detailtitle1","20062_detaildes11","20062_detaildes12","20062_detaildes13","20062_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20062_detaildes23","20062_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_13503',1602848, {2,1,31,1},8,3177,10,0.3,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}	{5,21,5,5,1}	{'pool002','pool056'}	{80,{{'pool056',6}}}	{80,{'pool056',6}}	4	10012	{{'pool002',4},{'pool056',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
177	三选一	{1,2}	0	{202508211000,202509250400}		368	6	1	60039	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{149,{1,10,3,1}},{113,{1,12,2,1}},{119,{1,16,1,1}}}	77	{"60039_sure1","60033_sure2","60033_sure3","60033_sure4"}			1					120
178	三选一	{2,2}	0	{202508211000,202509250400}		367	6	1	60040	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{150,{2,1,29,1}},{114,{2,1,25,1}},{120,{2,3,24,1}}}	78	{"60040_sure1","60034_sure2","60034_sure3","60034_sure4"}			1					120
179	【特选】3.2芬妮	{1,2}	0	{202604020400,202604090400}		378	2	1	20063	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20063_detailtitle1","20063_detaildes11","20063_detaildes12","20063_detaildes13","20063_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20063_detaildes23","20063_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl008c','/Game/Spine/Hero/Girl008c/GachaGirl_008c.GachaGirl_008c',0.3,{0,0},{0,0},{1.2,1},1602889,{1,8,4,1},1,3189}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool057'}	{100,{{'pool057',6}}}	{100,{'pool057',6}}	3	10011	{{'pool001',4},{'pool057',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
180	【特选】3.2芬妮	{2,2}	0	{202604020400,202604090400}		377	2	1	20064	{{"60034_detailtitle4","60034_detaildes41","60034_detaildes42"},{"20064_detailtitle1","20064_detaildes11","20064_detaildes12","20064_detaildes13","20064_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20064_detaildes23","20064_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_14502',1602937, {2,1,33,1},8,3186,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool058'}	{80,{{'pool058',6}}}	{80,{'pool058',6}}	4	10012	{{'pool002',4},{'pool058',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
181	【特选】3.2瑟瑞斯	{1,2}	0	{202604020400,202604090400}		376	2	1	20065	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20065_detailtitle1","20065_detaildes11","20065_detaildes12","20065_detaildes13","20065_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20065_detaildes23","20065_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl013b','/Game/Spine/Hero/Girl013b/GachaGirl_013b.GachaGirl_013b',0.3,{0,0},{0,0},{1.2,1},1602887,{1,13,3,1},1,3190}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool059'}	{100,{{'pool059',6}}}	{100,{'pool059',6}}	3	10011	{{'pool001',4},{'pool059',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
182	【特选】3.2瑟瑞斯	{2,2}	0	{202604020400,202604090400}		375	2	1	20066	{{"60034_detailtitle4","60034_detaildes41","60034_detaildes42"},{"20066_detailtitle1","20066_detaildes11","20066_detaildes12","20066_detaildes13","20066_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20066_detaildes23","20066_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_41504',1602926, {2,4,32,1},9,3187,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool060'}	{80,{{'pool060',6}}}	{80,{'pool060',6}}	4	10012	{{'pool002',4},{'pool060',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
183	【特选】特殊自选	{1,2}	0	{202509250400,202511060400}		374	4	1	90001	{{"20003_detailtitle1","20003_detaildes11","20003_detaildes12","20003_detaildes13","20003_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20003_detaildes23","20003_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl001a','/Game/Spine/Hero/Girl001a/GachaGirl_001a.GachaGirl_001a',0.3,{0,0},{0,0},{1.2,1},1602066,{1,1,2,1},1,3052}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool023'}	{100,{{'pool015',6}}}	{100,{'pool015',6}}	3	10011	{{'pool001',4},{'pool025',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{107,{1,14,2,1}},{113,{1,12,2,1}},{125,{1,11,2,1}},{141,{1,15,2,1}},{143,{1,5,3,1}},{155,{1,21,1,1}}}	83	{"90001_sure1","90001_sure2","90001_sure3","90001_sure4"}			1					120
184	【特选】特殊自选	{2,2}	0	{202509250400,202511060400}		373	4	1	90002	{{"20004_detailtitle1","20004_detaildes11","20004_detaildes12","20004_detaildes13","20004_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20004_detaildes23","20004_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_41502',1602079, {2,4,18,1},13,3044,16,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool024'}	{80,{{'pool016',6}}}	{80,{'pool016',6}}	4	10012	{{'pool002',4},{'pool026',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{108,{2,5,22,1}},{114,{2,1,25,1}},{126,{2,4,26,1}},{142,{2,5,26,1}},{144,{2,3,28,1}},{156,{2,5,28,1}}}	84	{"90002_sure1","90002_sure2","90002_sure3","90002_sure4"}			1	/Game/Spine/Weapon/weapon_41502.weapon_41502				120
185	【特选】三选一	{1,2}	0	{202509250400,202511060400}		372	6	1	60039	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{151,{1,14,3,1}},{129,{1,2,3,1}},{131,{1,8,3,1}}}	85	{"90003_sure1","90003_sure2","90003_sure3","90003_sure4"}			1					120
186	【特选】三选一	{2,2}	0	{202509250400,202511060400}		371	6	1	60040	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{152,{2,8,3,1}},{130,{2,7,3,1}},{132,{2,5,24,1}}}	86	{"90004_sure1","90004_sure2","90004_sure3","90004_sure4"}			1					120
187	【特选】3.3米娅	{1,2}	0	{202605290400,202606190400}		376	2	1	20067	{{"20067_detailtitle1","20067_detaildes11","20067_detaildes12","20067_detaildes13","20067_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20067_detaildes23","20067_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl023','/Game/Spine/Hero/Girl023/GachaGirl_023.GachaGirl_023',0.3,{0,0},{0,0},{1.2,1},1603014,{1,23,1,1},1,3194}	{{5,21,1,5,1}}	{{5,21,1,5,10}}	{5,21,4,5,1}	{'pool001','pool061'}	{100,{{'pool061',6}}}	{100,{'pool061',6}}	3	10011	{{'pool001',4},{'pool061',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
