唯一Id	优先级（值越小优先级越高；1,2,3,4）	字符串索引	说话人	Wwise事件名	声音时间(手动导出)	临时时间	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
		DLC11MACT4.2.2	恩雅	Play_Vo_dlc11act4_girl011_03	3.323039		哎呀，似乎有人想要抢分呢。		2.2版本关卡内语音台词
		DLC11MACT4.2.3	恩雅	Play_Vo_dlc11act4_girl011_04	1.619252		我们可不能输给它们！		2.2版本关卡内语音台词
									
DLC11MACT4.3		DLC11MACT4.3.1	恩雅	Play_Vo_dlc11act4_girl011_05	3.024989		前面好像又有吵吵闹闹的声音呢。		2.2版本关卡内语音台词
									
DLC11MACT4.4		DLC11MACT4.4.1	恩雅	Play_Vo_dlc11act4_girl011_06	0.837732		出现了!		2.2版本关卡内语音台词
		DLC11MACT4.4.2	恩雅	Play_Vo_dlc11act4_girl011_07	2.54322		趁着对面还没动手，多抢点分吧~		2.2版本关卡内语音台词
									
DLC11MACT4.5		DLC11MACT4.5.1	恩雅	Play_Vo_dlc11act4_girl011_08	5.614059		呵呵呵，到目前为止都很轻松，后面要加快些速度吗？		2.2版本关卡内语音台词
									
DLC11MACT4.6		DLC11MACT4.6.1	小机器人	Play_Vo_dlc11act4_robot_02	2.296281		好多分——好多分——		2.2版本关卡内语音台词
		DLC11MACT4.6.2	恩雅	Play_Vo_dlc11act4_girl011_09	2.534036		分析员，快看右边台子下面！		2.2版本关卡内语音台词
									
DLC11MACT5.1		DLC11MACT5.1.1	猫汐尔	Play_Vo_dlc11act5_girl012_01	2.945215		不知不觉就轮到我出场了喵……		2.2版本关卡内语音台词
		DLC11MACT5.1.2	猫汐尔	Play_Vo_dlc11act5_girl012_02	3.981837		唔？我应该表现得更积极一些吗？		2.2版本关卡内语音台词
									
DLC11MACT5.2		DLC11MACT5.2.1	猫汐尔	Play_Vo_dlc11act5_girl012_03	2.195374		连续的浮空平台……		2.2版本关卡内语音台词
		DLC11MACT5.2.2	猫汐尔	Play_Vo_dlc11act5_girl012_04	3.07229		“像猫咪一样跳过去”？		2.2版本关卡内语音台词
		DLC11MACT5.2.3	猫汐尔	Play_Vo_dlc11act5_girl012_05	2.021542		都说了我不是猫……		2.2版本关卡内语音台词
									
DLC11MACT5.3		DLC11MACT5.3.1	猫汐尔	Play_Vo_dlc11act5_girl012_06	2.585556		喵，平稳落地。		2.2版本关卡内语音台词
		DLC11MACT5.3.2	安卡希雅	Play_Vo_dlc11act5_girl001_01	1.839955		你刚刚说了“喵”是吧。		2.2版本关卡内语音台词
		DLC11MACT5.3.3	猫汐尔	Play_Vo_dlc11act5_girl012_08	4.503651		那只是口癖而已，我随时都能换，嘎哦。		2.2版本关卡内语音台词
									
DLC11MACT5.4		DLC11MACT5.4.1	猫汐尔	Play_Vo_dlc11act5_girl012_09	3.007234		有个大洞，小心不要掉下去汪。		2.2版本关卡内语音台词
									
DLC11MACT5.5		DLC11MACT5.5.1	猫汐尔	Play_Vo_dlc11act5_girl012_10	1.843379		又是组合平台啾咪。		2.2版本关卡内语音台词
									
DLC11MACT5.6		DLC11MACT5.6.1	猫汐尔	Play_Vo_dlc11act5_girl012_11	2.207324		好像已经快到终点了咩。		2.2版本关卡内语音台词
		DLC11MACT5.6.2	猫汐尔	Play_Vo_dlc11act5_girl012_12	4.163039		嗯？你说还是更习惯我喵喵叫？		2.2版本关卡内语音台词
		DLC11MACT5.6.3	猫汐尔	Play_Vo_dlc11act5_girl012_13	3.021814		收到喵，切换回喵喵模式。		2.2版本关卡内语音台词
									
DLC11MACT5.7		DLC11MACT5.7.1	猫汐尔	Play_Vo_dlc11act5_girl012_14	8.178594		喵喵喵，喵喵喵~分析员，把罐头……啊不，把礼盒打开吧。		2.2版本关卡内语音台词
									
DLC11MACT6.1		DLC11MACT6.1.1	凯茜娅	Play_Vo_dlc11act6_girl015_01	3.66576		别担心，这点高度对我来说还不算什么。		2.2版本关卡内语音台词
									
DLC11MACT6.2		DLC11MACT6.2.1	广播	Play_Vo_dlc11act6_robot_01	6.864626		欢迎搭乘奥丽拉飞车，行驶过程中，还请两位不要将头和手伸出窗外。		2.2版本关卡内语音台词
		DLC11MACT6.2.2	凯茜娅	Play_Vo_dlc11act6_girl015_02	1.66771		这车哪来的窗子……		2.2版本关卡内语音台词
									
DLC11MACT6.3		DLC11MACT6.3.1	广播	Play_Vo_dlc11act6_robot_02	4.899728		检测到前方存在道路异常，弹射装置即将启动。		2.2版本关卡内语音台词
		DLC11MACT6.3.2	凯茜娅	Play_Vo_dlc11act6_girl015_03	2.65		嗯？弹射装置是指……		2.2版本关卡内语音台词
									
DLC11MACT6.5		DLC11MACT6.5.1	凯茜娅	Play_Vo_dlc11act6_girl015_06	2.828549		已经要到最高点了吗……		2.2版本关卡内语音台词
		DLC11MACT6.5.2	凯茜娅	Play_Vo_dlc11act6_girl015_07	6.402086		哎？我出了很多冷汗？不……那只是水珠吧。		2.2版本关卡内语音台词
		DLC11MACT6.5.3	凯茜娅	Play_Vo_dlc11act6_girl015_08	3.771361		……不过，还是谢谢关心了。		2.2版本关卡内语音台词
									
DLC11MACT7.1		DLC11MACT7.1.1	凯茜娅	Play_Vo_dlc11act7_girl015_01	1.427324		有人看清楚了吗？		2.2版本关卡内语音台词
		DLC11MACT7.1.2	凯茜娅	Play_Vo_dlc11act7_girl015_02	2.415397		分析员究竟是被什么东西给劫走了。		2.2版本关卡内语音台词
		DLC11MACT7.1.3	恩雅	Play_Vo_dlc11act7_girl011_01	3.983628		失控的机器人……难道说和之前……		2.2版本关卡内语音台词
		DLC11MACT7.1.4	辰星	Play_Vo_dlc11act7_girl014_01	4.046236		不，它们并没有失控，它们依旧在按指令行事。		2.2版本关卡内语音台词
		DLC11MACT7.1.5	恩雅	Play_Vo_dlc11act7_girl011_02	1.160975		谁的指令？		2.2版本关卡内语音台词
		DLC11MACT7.1.6	辰星	Play_Vo_dlc11act7_girl014_02	2.301383		是安卡希雅……我看到了……		2.2版本关卡内语音台词
									
DLC11MACT7.2		DLC11MACT7.2.1	茉莉安	Play_Vo_dlc11act7_girl005_01	2.024104		是她劫走了分析员？		2.2版本关卡内语音台词
		DLC11MACT7.2.2	茉莉安	Play_Vo_dlc11act7_girl005_02	2.212585		但是，为什么呢？		2.2版本关卡内语音台词
		DLC11MACT7.2.3	莫尔索	Play_Vo_dlc11act7_meursault_01	4.407597		谁知道呢，也许是眼红我们吧，哼。		2.2版本关卡内语音台词
		DLC11MACT7.2.4	琴诺	Play_Vo_dlc11act7_girl007_01	5.171247		原来安卡希雅的积怨有那么深吗……		2.2版本关卡内语音台词
		DLC11MACT7.2.5	猫汐尔	Play_Vo_dlc11act7_girl012_01	2.611066		真是个罪孽深重的男人喵。		2.2版本关卡内语音台词
		DLC11MACT7.2.6	猫汐尔	Play_Vo_dlc11act7_girl012_02	3.267891		你们先撑住，我去解决拦路的电磁幕。		2.2版本关卡内语音台词
									
DLC11MACT7.3		DLC11MACT7.3.1	凯茜娅	Play_Vo_dlc11act7_girl015_03	4.533197		猫汐尔，还没好吗？我们快丢失目标了！		2.2版本关卡内语音台词
		DLC11MACT7.3.2	猫汐尔	Play_Vo_dlc11act7_girl012_03	2.160544		快了喵，再撑一会儿。		2.2版本关卡内语音台词
									
DLC11MACT8.1		DLC11MACT8.1.1	茉莉安	Play_Vo_dlc11act8_girl005_01	3.321224		我不会认输的……		2.2版本关卡内语音台词
		DLC11MACT8.1.2	凯茜娅	Play_Vo_dlc11act8_girl015_01	2.744513		哼，那就拿出真本事吧。		2.2版本关卡内语音台词
									
DLC11MACT8.2		DLC11MACT8.2.1	小机器人	Play_Vo_dlc11act8_robot_01	2.405079		拦住她们——拦住她们——		2.2版本关卡内语音台词
		DLC11MACT8.2.2	恩雅	Play_Vo_dlc11act8_girl011_01	2.873061		这里交给姐姐，你们继续前进！		2.2版本关卡内语音台词
		DLC11MACT8.2.3	猫汐尔	Play_Vo_dlc11act8_girl012_01	1.385624		我也来帮忙喵。		2.2版本关卡内语音台词
									
DLC11MACT8.3		DLC11MACT8.3.1	莫尔索	Play_Vo_dlc11act8_meursault_01	1.443379		啧，又来……		2.2版本关卡内语音台词
		DLC11MACT8.3.2	辰星	Play_Vo_dlc11act8_girl014_01	1.562608		这次由我们来拖住它！		2.2版本关卡内语音台词
		DLC11MACT8.3.3	琴诺	Play_Vo_dlc11act8_girl007_01	3.467959		那……那分析员就拜托茉莉安了！		2.2版本关卡内语音台词
									
ch14.01.01		ch14.01.01.1	辰星	Play_Vo_dlc14act1_girl014_01	4.179161		这些敌人，只有部分是来自纺锤系统的演算还原。		2.5版本关卡内语音台词
		ch14.01.01.2	辰星	Play_Vo_dlc14act1_girl014_02	4.283628		其他都是那份奇怪数据的影响吗？妄图阻止我们的前进……		2.5版本关卡内语音台词
									
ch14.01.02		ch14.01.02.1	辰星	Play_Vo_dlc14act1_girl014_03	2.088775		我会替分析员扫清阻碍。		2.5版本关卡内语音台词
									
ch14.01.03		ch14.01.03.1	辰星	Play_Vo_dlc14act1_girl014_04	3.984694		再往前，似乎还有机关装置阻拦……		2.5版本关卡内语音台词
		ch14.01.03.2	辰星	Play_Vo_dlc14act1_girl014_05	7.987098		想要突破那些机关，还需要其他的力量……既然我可以影响这个世界的话……		2.5版本关卡内语音台词
		ch14.01.03.3	辰星	Play_Vo_dlc14act1_girl014_06	1.266576		或许可以这样！		2.5版本关卡内语音台词
									
ch14.02.01		ch14.02.01.1	辰星	Play_Vo_dlc14act2_girl014_01	3.225964		分析员！我成功了！		2.5版本关卡内语音台词
		ch14.02.01.2	辰星	Play_Vo_dlc14act2_girl014_02	3.264467		“随心所欲”的力量，还真是奇妙……		2.5版本关卡内语音台词
		ch14.02.01.3	辰星	Play_Vo_dlc14act2_girl014_03	3.352313		居然连这样奇特的东西都能创造出来。		2.5版本关卡内语音台词
									
									
ch14.03.01		ch14.03.01.1	辰星	Play_Vo_dlc14act3_girl014_01	4.372993		分析员……现在我能更清晰的感觉到了。		2.5版本关卡内语音台词
		ch14.03.01.2	辰星	Play_Vo_dlc14act3_girl014_02	6.239841		还有其他的力量在同时对这个世界施加影响，在阻止我们往前……		2.5版本关卡内语音台词
									
ch14.03.02		ch14.03.02.1	辰星	Play_Vo_dlc14act3_girl014_03	5.758957		您说过……我的想法，一样可以改变这个世界。		2.5版本关卡内语音台词
		ch14.03.02.2	辰星	Play_Vo_dlc14act3_girl014_04	5.787415		我会试着抵抗这股力量……唔嗯……		2.5版本关卡内语音台词
									
ch14.03.03		ch14.03.03.1	辰星	Play_Vo_dlc14act3_girl014_05	3.755329		又来了……这种改变……		2.5版本关卡内语音台词
									
ch14.04.01		ch14.04.01.1	辰星	Play_Vo_dlc14act4_girl014_01	2.407914		那份数据的影响还在加强……		2.5版本关卡内语音台词
		ch14.04.01.2	辰星	Play_Vo_dlc14act4_girl014_02	3.439048		分析员……我们从另一边走。		2.5版本关卡内语音台词
									
ch14.04.02		ch14.04.02.1	辰星	Play_Vo_dlc14act4_girl014_03	6.147392		还差一点……我就能完全操控这股力量对世界进行覆写了。		2.5版本关卡内语音台词
									
ch14.04.03		ch14.04.03.1	辰星	Play_Vo_dlc14act4_girl014_04	4.409433		分析员，它好像察觉到了……我在抗衡它的影响。		2.5版本关卡内语音台词
		ch14.04.03.2	辰星	Play_Vo_dlc14act4_girl014_05	3.93932		我们必须解决这个怪物，突破它的限制。		2.5版本关卡内语音台词
									
ch14.05.01		ch14.05.01.1	辰星	Play_Vo_dlc14act5_girl014_01	5.179161		分析员，现在我可以主动使用这份力量，覆写部分场景的数据了。		2.5版本关卡内语音台词
		ch14.05.01.2	辰星	Play_Vo_dlc14act5_girl014_02	6.775669		虽然数据覆写还存在一些限制，但只要灵活使用，就可以轻松通过一些阻碍。		2.5版本关卡内语音台词
		ch14.05.01.3	辰星	Play_Vo_dlc14act5_girl014_03	3.499705		包括被它创造出来的敌人，一样可以避开。		2.5版本关卡内语音台词
									
ch14.06.01		ch14.06.01.1	辰星	Play_Vo_dlc14act6_girl014_01	4.037007		分析员，我的覆写被它的力量干扰了……		2.5版本关卡内语音台词
		ch14.06.01.2	辰星	Play_Vo_dlc14act6_girl014_02	7.415488		不过它创造的场景数据，一样可以利用……只要多次切换，应该就能突破这个陷阱。		2.5版本关卡内语音台词
									
ch14.06.02		ch14.06.02.1	辰星	Play_Vo_dlc14act6_girl014_03	6.422154		分析员，我对这个世界的影响开始变弱了。		2.5版本关卡内语音台词
		ch14.06.02.3	辰星	Play_Vo_dlc14act6_girl014_05	3.80864		在这底下……到底还藏着什么……		2.5版本关卡内语音台词
									
ch14.07.01		ch14.07.01.1	辰星	Play_Vo_dlc14act7_girl014_01	4.842789		任务进度同步，“锋矢”已经进入地下实验室，完毕。		2.5版本关卡内语音台词
		ch14.07.01.3	辰星	Play_Vo_dlc14act7_girl014_03	4.0622		纺锤系统的预演，就是为了现在准备的。		2.5版本关卡内语音台词
									
									
ch14.08.01		ch14.08.01.1	辰星	Play_Vo_dlc14act8_girl014_01	5.633379		引导信标已经放置完毕……格拉尼“灵蹄”可以按照信标指示前进。		2.5版本关卡内语音台词
		ch14.08.01.2	辰星	Play_Vo_dlc14act8_girl014_02	4.915374		接下来……就是扫清最后的障碍……完成与分析员的承诺。		2.5版本关卡内语音台词
		ch14.08.01.3	辰星	Play_Vo_dlc14act8_girl014_03	1.390295		我一定会做到……！		2.5版本关卡内语音台词
									
hotspring01.01		hotspring01.01.1	girl010_01a_wq	Play_Vo_girl010_01_hotspring_open_01	3.87678		呦呦呦，眼睛都看花了嘛？		2.5版本温泉入场剧情台词
hotspring01.02		hotspring01.02.1	girl010_01a_wq	Play_Vo_girl010_01_hotspring_open_02	4.23356		怎么样？对这温泉还算满意吗？		2.5版本温泉入场剧情台词
hotspring01.03		hotspring01.03.1	girl014_01a_wq	Play_Vo_girl014_01_hotspring_open_01	4.046667		呵呵，分析员无须着急作答。		2.5版本温泉入场剧情台词
hotspring01.04		hotspring01.04.1	girl014_01a_wq	Play_Vo_girl014_01_hotspring_open_02	3.641587		不如先让我们好好服侍你入浴		2.5版本温泉入场剧情台词
hotspring01.05		hotspring01.05.1	girl014_01a_wq	Play_Vo_girl014_01_hotspring_open_03	1.054059		随后……		2.5版本温泉入场剧情台词
hotspring01.06		hotspring01.06.1	girl014_01a_wq	Play_Vo_girl014_01_hotspring_open_04	2.643991		再细细作出评测，如何？		2.5版本温泉入场剧情台词
									
DLC26MACT1.1		DLC26MACT1.1.1	恩雅	Play_Vo_dlc15act1_girl011_01	4.402789		有这浓雾在，实在很难瞄准……		2.6关卡内语音台词
		DLC26MACT1.1.2	茉莉安	Play_Vo_dlc15act1_girl005_01	2.277936		而敌人似乎能够看清我们。		2.6关卡内语音台词
		DLC26MACT1.1.3	茉莉安	Play_Vo_dlc15act1_girl005_02	5.249274		不过，不公平的战斗……倒是更有意思一些。		2.6关卡内语音台词
									
DLC26MACT1.2		DLC26MACT1.2.1	莉琪	Play_Vo_dlc15act1_npc082_01	2.795828		两位，开枪的时候可当心点！		2.6关卡内语音台词
		DLC26MACT1.2.2	恩雅	Play_Vo_dlc15act1_girl011_02	1.280544		怎么了？		2.6关卡内语音台词
		DLC26MACT1.2.3	莉琪	Play_Vo_dlc15act1_npc082_02	2.975578		刀枪无眼，别忘了我还躲在这儿呢！		2.6关卡内语音台词
									
DLC26MACT2.1		DLC26MACT2.1.1	茉莉安	Play_Vo_dlc15act2_girl005_01	2.013923		这些敌人的样子很奇怪……		2.6关卡内语音台词
		DLC26MACT2.1.2	恩雅	Play_Vo_dlc15act2_girl011_01	2.793855		分析员，你有什么头绪吗？		2.6关卡内语音台词
		DLC26MACT2.1.3	恩雅	Play_Vo_dlc15act2_girl011_02	3.961111		“去调查一下那个光团”是吗？我明白了。		2.6关卡内语音台词
		DLC26MACT2.1.4	恩雅	Play_Vo_dlc15act2_girl011_03	2.586417		茉莉安，我们往这边突围出去！		2.6关卡内语音台词
									
DLC26MACT3.1		DLC26MACT3.1.1	恩雅	Play_Vo_dlc15act3_girl011_01	5.291111		这辆车子，应该已经无法启动了。		2.6关卡内语音台词
		DLC26MACT3.1.2	恩雅	Play_Vo_dlc15act3_girl011_02	4.692336		嗯？亲爱的你说，有办法为它充能？		2.6关卡内语音台词
		DLC26MACT3.1.3	恩雅	Play_Vo_dlc15act3_girl011_03	4.549343		我明白了，这样的话，我也来帮忙。		2.6关卡内语音台词
									
DLC26MACT4.1		DLC26MACT4.1.1	恩雅	Play_Vo_dlc15act4_girl011_01	3.526667		真的动起来了，好厉害！		2.6关卡内语音台词
		DLC26MACT4.1.2	恩雅	Play_Vo_dlc15act4_girl011_02	4.992132		不过，要到荒漠深处的话，应该还需要更多能源。		2.6关卡内语音台词
		DLC26MACT4.1.3	恩雅	Play_Vo_dlc15act4_girl011_03	3.890272		在此之前，就先把不怀好意的敌人解决掉吧。		2.6关卡内语音台词
		DLC26MACT4.1.4	恩雅	Play_Vo_dlc15act4_girl011_04	2.756054		可不能让这些家伙破坏了我们的旅行！		2.6关卡内语音台词
									
DLC26MACT5.1		DLC26MACT5.1.1	恩雅	Play_Vo_dlc15act5_girl011_01	5.140159		呃……这里，是什么地方？		2.6关卡内语音台词
		DLC26MACT5.1.2	恩雅	Play_Vo_dlc15act5_girl011_02	4.140159		分析员……在哪？		2.6关卡内语音台词
		DLC26MACT5.1.3	恩雅	Play_Vo_dlc15act5_girl011_03	3.268435		分析员！分析员！		2.6关卡内语音台词
		DLC26MACT5.1.4	恩雅	Play_Vo_dlc15act5_girl011_04	3.725193		看来不在这附近……		2.6关卡内语音台词
		DLC26MACT5.1.5	恩雅	Play_Vo_dlc15act5_girl011_05	6.377415		只能先前进了，分析员……一定要平安无事！		2.6关卡内语音台词
									
DLC26MACT6.1		DLC26MACT6.1.1	恩雅	Play_Vo_dlc15act6_girl011_01	2.892245		这里的敌人和最初遇到的一样。		2.6关卡内语音台词
		DLC26MACT6.1.2	恩雅	Play_Vo_dlc15act6_girl011_02	3.285057		击倒它们之后，仍然会不断复生……		2.6关卡内语音台词
		DLC26MACT6.1.3	恩雅	Play_Vo_dlc15act6_girl011_03	4.639977		奇怪，但这里并没有能量源之类的东西。		2.6关卡内语音台词
									
DLC26MACT6.2		DLC26MACT6.2.1	恩雅	Play_Vo_dlc15act6_girl011_04	2.587823		看起来，前方就是出口了。		2.6关卡内语音台词
		DLC26MACT6.2.2	恩雅	Play_Vo_dlc15act6_girl011_05	3.522109		但是，还是没有找到分析员……		2.6关卡内语音台词
		DLC26MACT6.2.3	恩雅	Play_Vo_dlc15act6_girl011_06	1.999116		难道是我遗漏了什么地方吗？		2.6关卡内语音台词
									
DLC26MACT7.1		DLC26MACT7.1.1	恩雅	Play_Vo_dlc15act7_girl011_01	5.286055		无论悲伤、恐惧还是痛苦……		2.6关卡内语音台词
		DLC26MACT7.1.2	恩雅	Play_Vo_dlc15act7_girl011_02	4.694535		现在，都到了结束的时候了。		2.6关卡内语音台词
		DLC26MACT7.1.3	恩雅	Play_Vo_dlc15act7_girl011_03	4.938571		消弭悲伤，驱散恐惧，分担痛苦。		2.6关卡内语音台词
		DLC26MACT7.1.4	恩雅	Play_Vo_dlc15act7_girl011_04	1.640159		这就是保护的意义。		2.6关卡内语音台词
									
DLC26MACT7.2		DLC26MACT7.2.1	恩雅	Play_Vo_dlc15act7_girl011_05	5.480295		这里……真的很美。		2.6关卡内语音台词
		DLC26MACT7.2.2	恩雅	Play_Vo_dlc15act7_girl011_06	4.413129		寄托着希望的道路，一定会延伸下去的。		2.6关卡内语音台词
									
DLC26MACT8.1		DLC26MACT8.1.1	茉莉安	Play_Vo_dlc15act8_girl005_01	5.140159		嘴上说得好听，结果还是暴露出怪物的本相了吗？		2.6关卡内语音台词
		DLC26MACT8.1.2	恩雅	Play_Vo_dlc15act8_girl011_01	4.424172		一起上吧，茉莉安，分析员！		2.6关卡内语音台词
		DLC26MACT8.1.3	恩雅	Play_Vo_dlc15act8_girl011_02	4.284059		我……不会容忍这种践踏生命的家伙！		2.6关卡内语音台词
