类型（1角色卡 2武器 3后勤 4怪物 5时装 6剧情 7探索 8配件 9BGM 10CG 11教程界面)	Id(计算task，不能重复)	//注释	国服解锁时间	海外解锁时间	解锁条件（道具GDPL/怪物模板ID）	图素（resource）	图标	和谐图paintingID 目前支持的有角色和时装	扩展参数1	扩展参数2	扩展参数3	扩展参数4	扩展参数5	扩展参数6	扩展参数7	扩展参数8	和谐标签
10	10767	一起车卡			{{2,11612}}				riki.CG_DLC32	3501301			riki.CG_DLC32_name8			222	
10	10768	冲浪教学			{{2,11611}}				riki.CG_DLC32	3501302			riki.CG_DLC32_name9			223	
10	10769	幸运小车			{{2,11613}}				riki.CG_DLC32	3501303			riki.CG_DLC32_name10			224	
10	10770	boss登场			{{2,11618}}				riki.CG_DLC32	3501304			riki.CG_DLC32_name11			225	
10	10771	小小意外			{{2,11614}}				riki.CG_DLC32	3501305			riki.CG_DLC32_name12			226	
10	10772	最终结局			{{2,11620}}				riki.CG_DLC32	3501306			riki.CG_DLC32_name13			227	
10	10873	星下心事			{{2,51757}}				riki.CG_DLC33	1501327			riki.CG_DLC33_name1			228	
10	10874	临别飞跃			{{2,51761}}				riki.CG_DLC33	3501433			riki.CG_DLC33_name2			229	1
10	10875	回首			{{2,51759}}				riki.CG_DLC33	3501330			riki.CG_DLC33_name3			230	
10	10876	足迹-世界树			{{2,51761}}				riki.CG_DLC33	3501331			riki.CG_DLC33_name4			231	
10	10877	足迹-菲洛索亚			{{2,51761}}				riki.CG_DLC33	3501332			riki.CG_DLC33_name5			232	
10	10878	足迹-朔州			{{2,51761}}				riki.CG_DLC33	3501333			riki.CG_DLC33_name6			233	
10	10879	足迹-耶洛沙			{{2,51761}}				riki.CG_DLC33	3501334			riki.CG_DLC33_name7			234	
10	10880	足迹-新恒提罗			{{2,51761}}				riki.CG_DLC33	3501335			riki.CG_DLC33_name8			235	
10	10881	足迹-重合			{{2,51761}}				riki.CG_DLC33	3501336			riki.CG_DLC33_name9			236	
10	10882	早安米娅			{{2,51761}}				riki.CG_DLC33	3501337			riki.CG_DLC33_name10			237	
10	10883	争风吃醋			{{2,51751}}				riki.CG_DLC33	3501338			riki.CG_DLC33_name11			238	
10	10884	霆光			{{2,51760}}				riki.CG_DLC33	3501413			riki.CG_DLC33_name12			239	1
10	10885	我的女孩			{{2,51761}}				riki.CG_DLC33	3501339			riki.CG_DLC33_name13			240	
10	10886	合璧			{{2,51761}}				riki.CG_DLC33	3501340			riki.CG_DLC33_name14			241	
10	10887	起源物种，灭绝！			{{2,51761}}				riki.CG_DLC33	3501341			riki.CG_DLC33_name15			242	
10	10888	彼此的背负			{{2,51779}}				riki.CG_DLC34	3501353	/Game/Plot/CgPlot/Dlc34_Plots/PoltAsset/scene/PlotCG_0176_riki.PlotCG_0176_riki		riki.CG_DLC34_name1			243	1
10	10889	希望的伤痕			{{2,51779}}				riki.CG_DLC34	3501354	/Game/Plot/CgPlot/Dlc34_plots/PoltAsset/Scene/PlotCG_0177.PlotCG_0177		riki.CG_DLC34_name2			244	1
10	10890	破晓杀意			{{2,51771}}				riki.CG_DLC34	3501356			riki.CG_DLC34_name3	1		245	
10	10891	困兽之斗			{{2,51771}}				riki.CG_DLC34	3501357			riki.CG_DLC34_name4	1		246	
10	10892	寂静的冲锋			{{2,51779}}				riki.CG_DLC34	3501358			riki.CG_DLC34_name5			247	
10	10893	勇敢			{{2,51778}}				riki.CG_DLC34	3501359			riki.CG_DLC34_name6			248	
10	10894	守望你			{{2,51780}}				riki.CG_DLC34	3501360			riki.CG_DLC34_name7			249	
10	10895	伶仃私心			{{2,51780}}				riki.CG_DLC34	3501361			riki.CG_DLC34_name8			250	
10	10896	旧日余火			{{2,51780}}				riki.CG_DLC34	3501362			riki.CG_DLC34_name9			251	
10	10176	冰封罗森兰			{{2,16210}}				riki.CG_DLC35	3501374	/Game/Plot/CgPlot/Dlc35_Plots/PoltAsset/scene/PlotCG_0185.PlotCG_0185		riki.CG_DLC35_name1			252	1
10	10177	刚朵拉之歌			{{2,16211}}				riki.CG_DLC35	3501375	/Game/Plot/CgPlot/Dlc35_Plots/PoltAsset/scene/PlotCG_0186.PlotCG_0186		riki.CG_DLC35_name2			253	1
10	10178	奔赴未来			{{2,16102}}				riki.CG_DLC35	3501376	/Game/Plot/CgPlot/Dlc35_Plots/PoltAsset/scene/PlotCG_0187.PlotCG_0187		riki.CG_DLC35_name3			254	1
10	10179	自由如风			{{2,16204}}				riki.CG_DLC35	3501378			riki.CG_DLC35_name4			255	
10	10180	夜色温柔			{{2,16206}}				riki.CG_DLC35	3501379			riki.CG_DLC35_name5			256	
10	10181	冬日告白			{{2,16211}}				riki.CG_DLC35	3501380			riki.CG_DLC35_name6			257	
10	10182	神明将诞			{{2,16209}}				riki.CG_DLC35	3501381			riki.CG_DLC35_name7			258	
10	10183	团圆佳节			{{2,16211}}				riki.CG_DLC35	3501382			riki.CG_DLC35_name8			259	
10	10184	时光小车			{{2,16205}}				riki.CG_DLC35	3501383			riki.CG_DLC35_name9			260	
10	10185	街机大战			{{2,16205}}				riki.CG_DLC35	3501384			riki.CG_DLC35_name10			261	
10	10186	四驱车赛			{{2,16102}}				riki.CG_DLC35	3501385			riki.CG_DLC35_name11			262	
10	10187	暖心奶茶			{{2,16206}}				riki.CG_DLC35	3501386			riki.CG_DLC35_name12			263	
10	10188	一场会谈			{{2,16202}}				riki.CG_DLC35	3501387			riki.CG_DLC35_name13			264	
10	10189	爱恨一瞬			{{2,16209}}				riki.CG_DLC35	3501388			riki.CG_DLC35_name14			265	
10	10190	珠帘之后			{{2,16206}}				riki.CG_DLC35	3501389			riki.CG_DLC35_name15			266	
10	10200	满园春色			{{2,51781}}				riki.CG_DLC36	1501373			riki.CG_DLC36_name1			338	
10	10201	小老师来咯			{{2,51781}}				riki.CG_DLC36	1501374			riki.CG_DLC36_name2			339	
10	10202	火种将燃			{{2,51787}}				riki.CG_DLC36	1501375			riki.CG_DLC36_name3			340	
10	10203	全知之神			{{2,51788}}				riki.CG_DLC36	1501376			riki.CG_DLC36_name4			341	
10	10204	不负真心			{{2,51788}}				riki.CG_DLC36	3501409			riki.CG_DLC36_name5			342	1
10	10205	天狐临世			{{2,51789}}				riki.CG_DLC36	1501377			riki.CG_DLC36_name6			343	
10	10206	暖心拥抱			{{2,51789}}				riki.CG_DLC36	3501410			riki.CG_DLC36_name7			344	1
10	10207	防火墙！攻破！			{{2,51785}}				riki.CG_DLC36	1501378			riki.CG_DLC36_name8			345	
10	10208	合力一击			{{2,51790}}				riki.CG_DLC36	1501379			riki.CG_DLC36_name9			346	
10	10209	热烈的吻			{{2,51789}}				riki.CG_DLC36	1501380			riki.CG_DLC36_name10			347	
10	10901	里芙-狂猎-宵宴绯盏			{{3,7,2,2,2}}				riki.CG_characterPlot	130050011	/Game/Spine/Hero/Girl002a_02/tryGirl_002a_02.tryGirl_002a_02		cardskin.skin02202	2	5003	267	
10	10902	芙提雅-缄默-行疾脱兔			{{3,7,4,2,2}}				riki.CG_characterPlot	130080010	/Game/Spine/Hero/Girl004a_02/tryGirl_004a_02.tryGirl_004a_02		cardskin.skin04202	2	5005	268	
10	10903	晴-藏锋-凛冽冬花			{{3,7,6,2,2}}				riki.CG_characterPlot	130220011	/Game/Spine/Hero/Girl006a_02/tryGirl_006a_02.tryGirl_006a_02		cardskin.skin06202	2	5007	269	
10	10904	肴-冬至-粼粼尾浪			{{3,7,10,2,3}}				riki.CG_characterPlot	130150012	/Game/Spine/Hero/Girl010a_03/tryGirl_010a_03.tryGirl_010a_03		cardskin.skin10203	2	5012	270	
10	10905	猫汐尔-溯影-灼阳假期			{{3,7,12,2,2}}				riki.CG_characterPlot	130230012	/Game/Spine/Hero/Girl012a_02/tryGirl_012a_02.tryGirl_012a_02		cardskin.skin12202	2	5015	272	
10	10906	辰星-云篆-波光倩影			{{3,7,14,2,3}}				riki.CG_characterPlot	130210017	/Game/Spine/Hero/Girl014a_03/tryGirl_014a_03.tryGirl_014a_03		cardskin.skin14203	2	5017	273	
10	10907	苔丝-魔术师-流放欢愉			{{3,7,17,1,2}}				riki.CG_characterPlot	130240012	/Game/Spine/Hero/Girl017_02/tryGirl_017_02.tryGirl_017_02		cardskin.skin17102	2	5018	274	
10	10908	里芙-狂猎-霜舞盛典			{{3,7,2,2,3}}				riki.CG_characterPlot	130050017	/Game/Spine/Hero/Girl002a_03/tryGirl_002a_03.tryGirl_002a_03		cardskin.skin02203	2	5019	275	
10	10909	芬妮-咎冠-初晴金雪			{{3,7,8,2,3}}				riki.CG_characterPlot	130180016	/Game/Spine/Hero/Girl008a_03/tryGirl_008a_03.tryGirl_008a_03		cardskin.skin08203	2	5020	276	
10	10910	凯茜娅-蓝闪-远曲独舞			{{3,7,15,1,2}}				riki.CG_characterPlot	130250012	/Game/Spine/Hero/Girl015_02/tryGirl_015_02.tryGirl_015_02		cardskin.skin15102	2	5022	277	
10	10911	芙提雅-缄默-狂曲雅跃			{{3,7,4,2,3}}				riki.CG_characterPlot	130080016	/Game/Spine/Hero/Girl004a_03/tryGirl_004a_03.tryGirl_004a_03		cardskin.skin04203	2	5023	278	
10	10912	安卡希雅-辉夜-东流映荷			{{3,7,1,2,3}}				riki.CG_characterPlot	130030018	/Game/Spine/Hero/Girl001a_03/tryGirl_001a_03.tryGirl_001a_03		cardskin.skin01203	2	5026	279	
10	10913	芬妮-咎冠-甜蜜统治·出行			{{3,7,8,2,4}}				riki.CG_characterPlot	130180022	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04		cardskin.skin08205	2	5028	280	
10	10914	伊切尔-豹豹-迟到花蕾			{{3,7,16,1,2}}				riki.CG_characterPlot	130260012	/Game/Spine/Hero/Girl016_02/tryGirl_016_02.tryGirl_016_02		cardskin.skin16102	2	5029	281	
10	10915	琴诺-悖谬见习侍奉			{{3,7,7,2,2}}				riki.CG_characterPlot	130270012	/Game/Spine/Hero/Girl007a_02/tryGirl_007a_02.tryGirl_007a_02		cardskin.skin07202	2	5031	282	
10	10916	恩雅-羽蜕-轻语疗法			{{3,7,11,2,2}}				riki.CG_characterPlot	130280012	/Game/Spine/Hero/Girl011a_02/tryGirl_011a_02.tryGirl_011a_02		cardskin.skin11202	2	5032	283	
10	10917	芬妮-咎冠-甜蜜统治			{{3,7,8,2,5}}				riki.CG_characterPlot	130180028	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04		cardskin.skin08204	2	5034	284	
10	10918	瑟瑞斯-瞬刻-须臾蹁跹			{{3,7,13,2,2}}				riki.CG_characterPlot	130290012	/Game/Spine/Hero/Girl013a_02/tryGirl_013a_02.tryGirl_013a_02		cardskin.skin13202	2	5035	285	
10	10919	凯茜娅-蓝闪-精练特助			{{3,7,15,1,4}}				riki.CG_characterPlot	130250030	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04		cardskin.skin15105	2	5036	286	
10	10920	凯茜娅-蓝闪-贴身特助			{{3,7,15,1,5}}				riki.CG_characterPlot	130250024	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04		cardskin.skin15104	2	5047	290	
10	10921	里芙-无限之视-爱意凝晶			{{3,7,2,3,2}}				riki.CG_characterPlot	130300012	/Game/Spine/Hero/Girl002b_02/tryGirl_002b_02.tryGirl_002b_02		cardskin.skin02302	2	5042	287	
10	10922	茉莉安-雨燕-绯染夜幕			{{3,7,5,2,3}}				riki.CG_characterPlot	130100018	/Game/Spine/Hero/Girl005a_03/tryGirl_005a_03.tryGirl_005a_03		cardskin.skin05203	2	5043	288	
10	10923	芬妮-辉耀-绽于恋时			{{3,7,8,3,2}}				riki.CG_characterPlot	130310012	/Game/Spine/Hero/Girl008b_02/tryGirl_008b_02.tryGirl_008b_02		cardskin.skin08302	2	5045	289	
10	10924	辰星-云篆-点墨化龙			{{3,7,14,2,4}}				riki.CG_characterPlot	130210024	/Game/Spine/Hero/Girl014a_04/tryGirl_014a_04.tryGirl_014a_04		cardskin.skin14204	2	5049	291	
10	10925	薇蒂雅-龙舌兰-翠翎倩姿			{{3,7,18,1,2}}				riki.CG_characterPlot	130320012	/Game/Spine/Hero/Girl018_02/tryGirl_018_02.tryGirl_018_02		cardskin.skin18102	2	5050	292	
10	10926	凯茜娅-朝翼-沐浪倦姿			{{3,7,15,2,2}}				riki.CG_characterPlot	130330012	/Game/Spine/Hero/Girl015a_02/tryGirl_015a_02.tryGirl_015a_02		cardskin.skin15202	2	5051	293	
10	10927	茉莉安-幽潮-灿阳一刻			{{3,7,5,3,2}}				riki.CG_characterPlot	130340012	/Game/Spine/Hero/Girl005b_02/tryGirl_005b_02.tryGirl_005b_02		cardskin.skin05302	2	5052	294	
10	10928	恩雅-羽蜕-浅憩之处			{{3,7,11,2,3}}				riki.CG_characterPlot	130280018	/Game/Spine/Hero/Girl011a_03/tryGirl_011a_03.tryGirl_011a_03		cardskin.skin11203	2	5054	295	
10	10929	芙提雅-驰掣-毛绒派对			{{3,7,4,3,2}}				riki.CG_characterPlot	130350012	/Game/Spine/Hero/Girl004b_02/tryGirl_004b_02.tryGirl_004b_02		cardskin.skin04302	2	5055	296	
10	10930	瑟瑞斯-瞬刻-斑斓水色			{{3,7,13,2,4}}				riki.CG_characterPlot	130290024	/Game/Spine/Hero/Girl013a_04/tryGirl_013a_04.tryGirl_013a_04		cardskin.skin13204	2	5056	297	
10	10931	伊切尔-豹豹-捕猎演习			{{3,7,16,1,4}}				riki.CG_characterPlot	130260024	/Game/Spine/Hero/Girl016_04/tryGirl_016_04.tryGirl_016_04		cardskin.skin16104	2	5060	298	
10	10932	琴诺-悖谬-清荷雅弈			{{3,7,7,2,5}}				riki.CG_characterPlot	130270033	/Game/Spine/Hero/Girl007a_05/tryGirl_007a_05.tryGirl_007a_05		cardskin.skin07204	2	5061	299	
10	10933	肴-夜天光-暖夜情醺			{{3,7,10,3,2}}				riki.CG_characterPlot	130380014	/Game/Spine/Hero/Girl010b_02/tryGirl_010b_02.tryGirl_010b_02		cardskin.skin10302	2	5065	300	
10	10934	辰星-琼弦-欣描红妆			{{3,7,14,3,2}}				riki.CG_characterPlot	130390014	/Game/Spine/Hero/Girl014b_02/tryGirl_014b_02.tryGirl_014b_02		cardskin.skin14302	2	5066	301	
10	10935	芬妮-辉耀-金狮舞瑞			{{3,7,8,3,3}}				riki.CG_characterPlot	130310025	/Game/Spine/Hero/Girl008b_03/tryGirl_008b_03.tryGirl_008b_03		cardskin.skin08303	2	5067	302	
10	10936	恩雅-澜风-望云清咏			{{3,7,11,3,2}}				riki.CG_characterPlot	130400014	/Game/Spine/Hero/Girl011b_02/tryGirl_011b_02.tryGirl_011b_02		cardskin.skin11302	2	5070	303	
10	10937	薇蒂雅-龙舌兰-舞夜与焰			{{3,7,18,1,3}}				riki.CG_characterPlot	130320023	/Game/Spine/Hero/Girl018_03/tryGirl_018_03.tryGirl_018_03		cardskin.skin18103	2	5071	304	
10	10938	茉莉安-幽潮-绒尾迷梦			{{3,7,5,3,3}}				riki.CG_characterPlot	130340021	/Game/Spine/Hero/Girl005b_03/tryGirl_005b_03.tryGirl_005b_03		cardskin.skin05303	2	5072	305	
10	10939	奈莉德-冥河代理人-晨曦统令			{{3,7,21,1,2}}				riki.CG_characterPlot	130420014	/Game/Spine/Hero/Girl021_02/tryGirl_021_02.tryGirl_021_02		cardskin.skin21102	2	5075	306	
10	10940	妮塔-悸响-林间潋滟			{{3,7,3,2,2}}				riki.CG_characterPlot	130410014	/Game/Spine/Hero/Girl003a_02/tryGirl_003a_02.tryGirl_003a_02		cardskin.skin03202	2	5076	307	
10	10941	凯茜娅-朝翼-绮锦流韵			{{3,7,15,2,4}}				riki.CG_characterPlot	130330030	/Game/Spine/Hero/Girl015a_04/tryGirl_015a_04.tryGirl_015a_04		cardskin.skin15204	2	5077	308	
10	10942	卜卜-小天师-元气愈养			{{3,7,20,1,2}}				riki.CG_characterPlot	130370014	/Game/Spine/Hero/Girl020_02/tryGirl_020_02.tryGirl_020_02		cardskin.skin20102	2	5078	309	
10	10943	肴-冬至-暧馨侍奉			{{3,7,10,2,4}}				riki.CG_characterPlot	130150028	/Game/Spine/Hero/Girl010a_04/tryGirl_010a_04.tryGirl_010a_04		cardskin.skin10204	2	5080	310	
10	10944	薇蒂雅【天鹅座】-云端之邀			{{3,7,18,2,2}}				riki.CG_characterPlot	130430014	/Game/Spine/Hero/Girl018a_02/tryGirl_018a_02.tryGirl_018a_02		cardskin.skin18202	2	5081	311	
10	10945	芙提雅【驰掣】-泳池护卫			{{3,7,4,3,4}}				riki.CG_characterPlot	130350033	/Game/Spine/Hero/Girl004b_04/tryGirl_004b_04.tryGirl_004b_04		cardskin.skin04304	2	5082	312	
10	10946	辰星【琼弦】-慵倚花阴			{{3,7,14,3,3}}				riki.CG_characterPlot	130390023	/Game/Spine/Hero/Girl014b_03/tryGirl_014b_03.tryGirl_014b_03		cardskin.skin14303	2	5083	313	
10	10947	凯茜娅【狂诗】-星抚恋音			{{3,7,15,3,2}}				riki.CG_characterPlot	130440014	/Game/Spine/Hero/Girl015b_02/tryGirl_015b_02.tryGirl_015b_02		cardskin.skin15302	2	5087	314	
10	10948	苔丝【绮幻】-恋如花舞			{{3,7,17,2,2}}				riki.CG_characterPlot	130450014	/Game/Spine/Hero/Girl017a_02/tryGirl_017a_02.tryGirl_017a_02		cardskin.skin17202	2	5088	315	
10	10949	恩雅【澜风】-秘密侍奉			{{3,7,11,3,3}}				riki.CG_characterPlot	130400023	/Game/Spine/Hero/Girl011b_03/tryGirl_011b_03.tryGirl_011b_03		cardskin.skin11303	2	5089	316	
10	10950	卜卜【小天师】-畅饮狂欢			{{3,7,20,1,3}}				riki.CG_characterPlot	130370023	/Game/Spine/Hero/Girl020_03/tryGirl_020_03.tryGirl_020_03		cardskin.skin20103	2	5090	317	
10	10951	吸血鬼少女-小天使（商城￥118）			{{3,7,22,1,2}}				riki.CG_characterPlot	130460014	/Game/Spine/Hero/Girl022_02/tryGirl_022_02.tryGirl_022_02		cardskin.skin22102	2	5093	318	
10	10952	妮塔【悸响】-舞娘（商城￥118）			{{3,7,3,2,3}}				riki.CG_characterPlot	130410023	/Game/Spine/Hero/Girl003a_03/tryGirl_003a_03.tryGirl_003a_03		cardskin.skin03203	2	5094	319	
10	10953	肴【夜天光】-女骑士（商城￥118）			{{3,7,10,3,3}}				riki.CG_characterPlot	130380023	/Game/Spine/Hero/Girl010b_03/tryGirl_010b_03.tryGirl_010b_03		cardskin.skin10303	2	5095	320	
10	10954	芬妮澄意泳装-夕晖蜜约			{{3,7,8,4,2}}				riki.CG_characterPlot	130470014	/Game/Spine/Hero/Girl008c_02/tryGirl_008c_02.tryGirl_008c_02		cardskin.skin08402	2	5099	321	
10	10955	瑟瑞斯悠游泳装-碧波浮游			{{3,7,13,3,2}}				riki.CG_characterPlot	130480014	/Game/Spine/Hero/Girl013b_02/tryGirl_013b_02.tryGirl_013b_02		cardskin.skin13302	2	5100	322	
10	10956	薇蒂雅泳装-海境鲛梦			{{3,7,18,2,3}}				riki.CG_characterPlot	130430023	/Game/Spine/Hero/Girl018a_03/tryGirl_018a_03.tryGirl_018a_03		cardskin.skin18203	2	5102	323	
10	10957	奈莉德泳装-热沙激浪			{{3,7,21,1,3}}				riki.CG_characterPlot	130420023	/Game/Spine/Hero/Girl021_03/tryGirl_021_03.tryGirl_021_03		cardskin.skin21103	2	5103	324	
10	10958	晴巫女皮-清光虔愿	{202511271000}	{202511271000}	{{3,7,6,3,2}}				riki.CG_characterPlot	130490014	/Game/Spine/Hero/Girl006b_02/tryGirl_006b_02.tryGirl_006b_02		cardskin.skin06302	2	5104	325	
10	10959	凯茜娅精灵皮-花间蝶踪			{{3,7,15,3,3}}				riki.CG_characterPlot	130440024	/Game/Spine/Hero/Girl015b_03/tryGirl_015b_03.tryGirl_015b_03		cardskin.skin15303	2	5106	326	
10	10960	米娅胶衣皮-暗空魅影			{{3,7,23,1,2}}				riki.CG_characterPlot	130500014	/Game/Spine/Hero/Girl023_02/tryGirl_023_02.tryGirl_023_02		cardskin.skin23102	2	5107	327	
10	10961	芬妮澄意驯鹿皮肤-颂夜欢歌			{{3,7,8,4,3}}				riki.CG_characterPlot	130470023	/Game/Spine/Hero/Girl008c_03/tryGirl_008c_03.tryGirl_008c_03		cardskin.skin08403	2	5109	328	
10	10962	猫汐尔修女皮肤-喵语祈念			{{3,7,12,3,2}}				riki.CG_characterPlot	130700014	/Game/Spine/Hero/Girl012b_02/tryGirl_012b_02.tryGirl_012b_02		cardskin.skin12302	2	5111	329	
10	10963	卜卜魔法少女-绮恋星灵			{{3,7,20,2,2}}				riki.CG_characterPlot	130600014	/Game/Spine/Hero/Girl020a_02/tryGirl_020a_02.tryGirl_020a_02		cardskin.skin20202	2	5112	330	
10	10964	安卡希雅-时之重奏【缘音回响】（花嫁/互动包/商城￥188）			{{3,7,1,3,2}}				riki.CG_characterPlot	130510017	/Game/Spine/Hero/Girl001b_02/tryGirl_001b_02.tryGirl_001b_02		cardskin.skin01302	2	5113	331	
10	10965	茉莉安-霄鹰【纯白恋羽】（花嫁/互动包/商城￥188）			{{3,7,5,4,2}}				riki.CG_characterPlot	130520014	/Game/Spine/Hero/Girl005c_02/tryGirl_005c_02.tryGirl_005c_02		cardskin.skin05402	2	5114	332	
10	10966	瑟瑞斯-悠游【霄倾君怀】（锦鲤仙子/商城￥118）			{{3,7,13,3,3}}				riki.CG_characterPlot	130480024	/Game/Spine/Hero/Girl013b_03/tryGirl_013b_03.tryGirl_013b_03		cardskin.skin13303	2	5115	333	
10	10967	米娅-星彩【祥云徜戏】（中式旗袍/商城￥118）			{{3,7,23,1,3}}				riki.CG_characterPlot	130500023	/Game/Spine/Hero/Girl023_03/tryGirl_023_03.tryGirl_023_03		cardskin.skin23103	2	5116	334	
10	10344	胧嫣-华丽礼服			{{3,7,24,1,2}}				riki.CG_characterPlot	130540014	/Game/Spine/Hero/Girl024_02/tryGirl_024_02.tryGirl_024_02		cardskin.skin24102	2	5119	335	
10	10345	芙提雅换装3-龙袍（仅头套配件/愚人节免费赠送）			{{3,7,4,4,2}}				riki.CG_characterPlot	130530014	/Game/Spine/Hero/Girl004c_02/tryGirl_004c_02.tryGirl_004c_02		cardskin.skin04402	2	5120	336	
10	10346	晴-霆光-国风仙侠			{{3,7,6,3,3}}				riki.CG_characterPlot	130490023	/Game/Spine/Hero/Girl006b_03/tryGirl_006b_03.tryGirl_006b_03		cardskin.skin06303	2	5121	337	
11	11001	低效部位							riki.Tutorialguide1	92							
11	11002	普通护盾							riki.Tutorialguide2	93							
11	11003	可破坏部位							riki.Tutorialguide3	94							
11	11004	元素抗性							riki.Tutorialguide4	95							
11	11005	弱点部位							riki.Tutorialguide5	96							
11	11006	不可破坏部位							riki.Tutorialguide6	97							
11	11007	战斗内能质护盾教学图							ui.TxtMonsterIntroTitle13	183							
12	12001	尤克特拉希尔			{{2,51051}}				riki.termtype1	70002	2100279	2100279					
12	12002	泰坦			{{2,50151}}				riki.termtype1	70010	2100279	2100279					
12	12003	海姆达尔部队			{{2,50151}}				riki.termtype1	70011	2100279	2100279					
12	12004	零区							riki.termtype1	70012	2100279	2100279					
12	12005	成年病			{{2,50101}}				riki.termtype1	70013	2100279	2100279					
12	12006	瓦尔基里游戏							riki.termtype1	70014	2100279	2100279					
12	12007	槲寄生空间站			{{2,50151}}				riki.termtype1	70015	2100279	2100279					
12	12008	神格神经			{{2,50151}}				riki.termtype1	70016	2100279	2100279					
12	12009	董事会			{{2,50151}}				riki.termtype1	70017	2100279	2100279					
12	12010	郊狼			{{2,50152}}				riki.termtype1	70018	2100279	2100279					
12	12011	抑制剂			{{2,50153}}				riki.termtype1	70019	2100279	2100279					
12	12012	神格侵蚀			{{2,50153}}				riki.termtype1	70020	2100279	2100279					
12	12013	军方			{{2,50101}}				riki.termtype1	70021	2100279	2100279					
12	12014	注射弹			{{2,50251}}				riki.termtype1	70022	2100279	2100279					
12	12015	降临团			{{2,50252}}				riki.termtype1	70023	2100279	2100279					
12	12016	歌唱者系统			{{2,50252}}				riki.termtype1	70024	2100279	2100279					
12	12017	神格天启			{{2,50256}}				riki.termtype1	70025	2100279	2100279					
12	12018	逐光者			{{2,50352}}				riki.termtype1	70026	2100279	2100279					
12	12019	化身系统			{{2,50457}}				riki.termtype1	70027	2100279	2100279					
12	12020	埃达			{{2,50458}}				riki.termtype1	70028	2100279	2100279					
12	12021	雷吉乌斯			{{2,50458}}				riki.termtype1	70029	2100279	2100279					
12	12022	贝奥武夫中队			{{2,50552}}				riki.termtype1	70030	2100279	2100279					
12	12023	原型抑制剂			{{2,50553}}				riki.termtype1	70031	2100279	2100279					
12	12024	花园区			{{2,51051}}				riki.termtype1	70032	2100279	2100279					
12	12025	瓦尔哈拉			{{2,51054}}				riki.termtype1	70034	2100279	2100279					
12	12026	思念体			{{2,51151}}				riki.termtype1	70035	2100279	2100279					
12	12027	跳棋小队			{{2,51153}}				riki.termtype1	70036	2100279	2100279					
12	12028	第五研究所			{{2,51154}}				riki.termtype1	70037	2100279	2100279					
12	12029	黄色雾霭			{{2,51154}}				riki.termtype1	70038	2100279	2100279					
12	12030	三相转化			{{2,51154}}				riki.termtype1	70039	2100279	2100279					
12	12031	共振器			{{2,51157}}				riki.termtype1	70040	2100279	2100279					
12	12033	耶洛沙			{{2,51251}}				riki.termtype2	70041	2100279	2100279					
12	12034	奥斯维尔钢铁厂			{{2,51252}}				riki.termtype2	70043	2100279	2100279					
12	12035	永磁铁道			{{2,51252}}				riki.termtype2	70044	2100279	2100279					
12	12036	北风航天中心			{{2,51252}}				riki.termtype2	70045	2100279	2100279					
12	12037	格拉尼“灵蹄”			{{2,51253}}				riki.termtype2	70046	2100279	2100279					
12	12038	地堡			{{2,51254}}				riki.termtype2	70047	2100279	2100279					
12	12039	黑街			{{2,51257}}				riki.termtype2	70048	2100279	2100279					
12	12040	奥尔洛夫公馆			{{2,51251}}				riki.termtype2	70049	2100279	2100279					
12	12041	苏兹达尔火箭基地			{{2,51251}}				riki.termtype2	70050	2100279	2100279					
12	12042	第91隔离区			{{2,51251}}				riki.termtype2	70051	2100279	2100279					
12	12043	接引使							riki.termtype3	70001	2100279	2100279					
12	12044	天楼动乱							riki.termtype3	70003	2100279	2100279					
12	12045	米德加尔特							riki.termtype3	70004	2100279	2100279					
12	12046	生灵守护舱							riki.termtype3	70005	2100279	2100279					
12	12047	新地州			{{2,51382}}				riki.termtype3	70055	2100279	2100279					
12	12048	沃坦遗骸			{{2,51387}}				riki.termtype3	70056	2100279	2100279					
12	12056	白蜡高台			{{2,8232}}				riki.termtype3	70057	2100279	2100279					
12	12049	“树”							riki.termtype4	70006	2100279	2100279					
12	12050	俱卢							riki.termtype4	70007	2100279	2100279					
12	12051	奇迹都市							riki.termtype4	70008	2100279	2100279					
12	12052	清理部队							riki.termtype4	70009	2100279	2100279					
12	12053	真神室女			{{2,50953}}				riki.termtype4	70052	2100279	2100279					
12	12054	醒世之尘			{{2,50958}}				riki.termtype4	70053	2100279	2100279					
12	12055	真神者			{{2,50958}}				riki.termtype4	70054	2100279	2100279					
12	12057	朔州			{{2,51451}}				riki.termtype5	70058	2100279	2100279					
12	12058	北庭卫			{{2,51451}}				riki.termtype5	70059	2100279	2100279					
12	12059	泰古通达北庭卫分部			{{2,51452}}				riki.termtype5	70060	2100279	2100279					
12	12060	神格缓释术			{{2,51453}}				riki.termtype5	70061	2100279	2100279					
12	12061	策展人			{{2,51583}}				riki.termtype6	70062	2100279	2100279					
12	12062	城市安保局			{{2,51511}}				riki.termtype6	70063	2100279	2100279					
