 	角色ID	Wwise事件	描述	气泡文本key	多个Wwise事件时随机概率	是否播放状态:0-自己播,队友不播;1-自己播,队友也播
main701	120802	Play_Vo_girl008b_02_main701	哼，可……可别弄乱我的发型哦！（傲娇）	speak.120802_main701	1	0
main702	120802	Play_Vo_girl008b_02_main702	哇啊(慌张害羞地挪开)！ （挪回来）真是的，摸之前要说一声嘛。	speak.120802_main702	1	0
main703_02	120802	Play_Vo_girl008b_02_main703_02	分析员这里也有点乱了。（帮分析员整理领带）	speak.120802_main703_02	1	0
main711	120802	Play_Vo_girl008b_02_main704	分析员：芬妮，我有东西给你。哈哈~会是我一直都在期待的那个吗？	speak.120802_main711	1	0
main712	120802	Play_Vo_girl008b_02_main705	哈啊（带点惊讶吸气）	speak.120802_main712	1	0
main713	120802	Play_Vo_girl008b_02_main706	这样……你就属于我啦！这次我真的赢了哦！（害羞但强势）	speak.120802_main713	1	0
main720	120802	Play_Vo_girl008b_02_main707	嘿（扑倒分析员）	speak.120802_main720	1	0
main731	120802	Play_Vo_girl008b_02_main731	呵~（轻轻笑一声）		1	0
main732	120802	Play_Vo_girl008b_02_main732	嗯……（很舒服地出口气）		1	0
main733	120802	Play_Vo_girl008b_02_main733	哼~（傲娇轻哼）		1	0
main734	120802	Play_Vo_girl008b_02_main734	唔……（害羞支支吾吾）		1	0
main735	120802	Play_Vo_girl008b_02_main735	哦？（小小疑惑了一下）		1	0
main736	120802	Play_Vo_girl008b_02_main736	呵呵~（轻松一笑）		1	0
main737	120802	Play_Vo_girl008b_02_main737	嗯？（疑惑为啥要摸她手里的花）		1	0
main738	120802	Play_Vo_girl008b_02_main738	嗯~（觉得可以给摸就同意了）		1	0
main739	120802	Play_Vo_girl008b_02_main739	诶？（有点惊讶）		1	0
main740	120802	Play_Vo_girl008b_02_main740	唔……（在忍耐笑的感觉）		1	0
main741	120802	Play_Vo_girl008b_02_main741	咳咳（轻咳）		1	0
main742	120802	Play_Vo_girl008b_02_main742	等…！（稍微有点害羞+一点点不耐烦）		1	0
main743	120802	Play_Vo_girl008b_02_main743	嗯~（舒服地出气声）		1	0
main744	120802	Play_Vo_girl008b_02_main744	呵呵（魅惑一笑）		1	0
main745	120802	Play_Vo_girl008b_02_main745	嗯……（若有所思）		1	0
main746	120802	Play_Vo_girl008b_02_main746	啊？（有点惊讶，加害怕被拽走）		1	0
main761	120802	Play_Vo_girl008b_02_main761	很舒服呢……	speak.120802_main761	1	0
main762	120802	Play_Vo_girl008b_02_main762	再多摸会儿吧。	speak.120802_main762	1	0
main763	120802	Play_Vo_girl008b_02_main763	哇啊！好险……	speak.120802_main763	1	0
main764	120802	Play_Vo_girl008b_02_main764	啊！现在还不可以。	speak.120802_main764	1	0
main765	120802	Play_Vo_girl008b_02_main765	你觉得怎么样？（问自己这个姿势的腿美不美）	speak.120802_main765	1	0
main766	120802	Play_Vo_girl008b_02_main766	想看什么姿势呢？	speak.120802_main766	1	0
main767	120802	Play_Vo_girl008b_02_main767	（吸一口）嗯~~好香啊~	speak.120802_main767	1	0
main768	120802	Play_Vo_girl008b_02_main768	（吸一口）嗯~~你也闻闻看！	speak.120802_main768	1	0
main769	120802	Play_Vo_girl008b_02_main769	别…哈哈，“坏蛋”~(笑卡顿了）	speak.120802_main769	1	0
main770	120802	Play_Vo_girl008b_02_main770	哈哈，好痒！	speak.120802_main770	1	0
main771	120802	Play_Vo_girl008b_02_main771	干嘛呀~（害羞）	speak.120802_main771	1	0
main772	120802	Play_Vo_girl008b_02_main772	别这样盯着我啦！（害羞）	speak.120802_main772	1	0
main773	120802	Play_Vo_girl008b_02_main773	你在想什么？	speak.120802_main773	1	0
main774	120802	Play_Vo_girl008b_02_main774	接下来，想干什么？	speak.120802_main774	1	0
main775	120802	Play_Vo_girl008b_02_main775	（被拽的反应）诶！？你欺负人~	speak.120802_main775	1	0
main776	120802	Play_Vo_girl008b_02_main776	（被拽的反应）诶！？哼~不理你啦！	speak.120802_main776	1	0
main780	120802	Play_Vo_girl008b_02_main780	分析员，我问你一个问题。无论你想到什么答案都要告诉我哦！	speak.120802_main780	1	0
main781	120802	Play_Vo_girl008b_02_main781	你觉得，如果我没有成为天启者，我们还会走到现在吗？	speak.120802_main781	1	0
main782	120802	Play_Vo_girl008b_02_main782	我也觉得！哈哈~命中注定的！	speak.120802_main782	1	0
main783	120802	Play_Vo_girl008b_02_main783	也谢谢你成为分析员，一直在我身边！	speak.120802_main783	1	0
main784	120802	Play_Vo_girl008b_02_main784	因为，今天太高兴了，就在想……我幸福的原因，果然是你。	speak.120802_main784	1	0
main785	120802	Play_Vo_girl008b_02_main785	以前总是想争第一，但现在我不在乎名次了。你猜猜为什么？	speak.120802_main785	1	0
main786	120802	Play_Vo_girl008b_02_main786	哎呀~我现在很认真的！你听好……	speak.120802_main786	1	0
main787	120802	Play_Vo_girl008b_02_main787	对呀，什么第一第二才不能定义我呢！	speak.120802_main787	1	0
main788	120802	Play_Vo_girl008b_02_main788	因为，本小姐只要做你心里的唯一！	speak.120802_main788	1	0
main789	120802	Play_Vo_girl008b_02_main789	你也是我心里的唯一。以后你也要永远陪着本小姐哦！	speak.120802_main789	1	0
main790	120802	Play_Vo_girl008b_02_main790	不仅仅是战斗……还有我今后的人生，你也要负责分析和引导！	speak.120802_main790	1	0
						
茉莉安_雨燕_绯染夜幕_DLC9						
enterlevel	110503	Play_Vo_girl005a_03_enterlevel001_001	今晚，就交给我吧。		1	0
enterlevel	110503	Play_Vo_girl005a_03_enterlevel002_002	等结束后，能再独处一会儿吗？		1	0
win	110503	Play_Vo_girl005a_03_win001_026	任务完成（冷静汇报），（语气突然暧昧）我在老地方等你（加个轻轻笑声）~		1	0
win	110503	Play_Vo_girl005a_03_win002_027	行动结束（冷静汇报），（突然换成娇羞语气）等下终于能见面了（加个害羞笑声）。		1	0
main001	110503	Play_Vo_girl005a_03_main001_032	其实不想被分析员以外的人看见。（害羞蜷缩）	speak.110503_main001	1	0
main002	110503	Play_Vo_girl005a_03_main002_033	跳舞的任务请交给我吧。（自信优雅地陈述，不用太慢，因为说完要跳舞）	speak.110503_main002	1	0
main003	110503	Play_Vo_girl005a_03_main003_034	（平静优雅）这种场合我早就习惯了，（停顿一下，然后害羞）但在你面前，还是会有点紧张。	speak.110503_main003	1	0
main101	110503	Play_Vo_girl005a_03_main101	你能主动邀请我，（微微屈膝行礼）我非常荣幸。	speak.110503_main101	1	0
main201	110503	Play_Vo_girl005a_03_main201	（试探性关心询问）有点闷吧，（有点悄悄邀请的感觉）要一起溜出去吗？	speak.110503_main201	1	0
						
辰星_云篆_点墨化龙_DLC10						
enterlevel	111404	Play_Vo_girl014a_04_enterlevel001_001	不必多虑，我会寸步不离的。		1	0
enterlevel	111404	Play_Vo_girl014a_04_enterlevel002_002	我很荣幸，又能伴你左右了。		1	0
win	111404	Play_Vo_girl014a_04_win001_026	若你呼唤，我便踏轻风而归~		1	0
win	111404	Play_Vo_girl014a_04_win002_027	天涯海角，亦有辰星相随~		1	0
main001	111404	Play_Vo_girl014a_04_main001_032	希望今天……也能有时间和分析员独处。	speak.111404_main001	1	0
main002	111404	Play_Vo_girl014a_04_main002_033	今日难得清闲，呵呵~可以和我聊聊天吗？聊什么都行。	speak.111404_main002	1	0
main003	111404	Play_Vo_girl014a_04_main003_034	近日稍微精进了武艺（开始表演），（行礼）献丑了。	speak.111404_main003	1	0
main101	111404	Play_Vo_girl014a_04_main101	诶？你头上沾了片花瓣，已经拿掉了~	speak.111404_main101	1	0
main201	111404	Play_Vo_girl014a_04_main201	这是我故乡一种祥瑞的特征，会奇怪吗？	speak.111404_main201	1	0
						
薇蒂雅_龙舌兰_翠翎倩姿_DLC10						
enterlevel	101802	Play_Vo_girl018_02_enterlevel001_001	感觉到了，是分析员的视线！		1	0
enterlevel	101802	Play_Vo_girl018_02_enterlevel001_002	全灭敌人，应该不用太多时间。		1	0
win	101802	Play_Vo_girl018_02_win001_026	我会为了你……付出更多！		1	0
win	101802	Play_Vo_girl018_02_win002_027	请继续注视我……再多一会！		1	0
main001	101802	Play_Vo_girl018_02_main001_032	欢迎回家，亲，爱，的~	speak.101802_main001	1	0
main002	101802	Play_Vo_girl018_02_main002_033	黄昏的海边，深夜的电影院……下个约会地点选哪里好呢……嘿嘿嘿……	speak.101802_main002	1	0
main003	101802	Play_Vo_girl018_02_main003_034	我听说过，“爱是想要触碰却又收回手”，但现在，我只想紧紧抓住你。	speak.101802_main003	1	0
main101	101802	Play_Vo_girl018_02_main101	我是不太相信一见钟情啦……嗯，在遇到你之前。	speak.101802_main101	1	0
main201	101802	Play_Vo_girl018_02_main201	太直接？不直接的话，你被其他人抢走怎么办？	speak.101802_main201	1	0
						
茉莉安_幽潮_灿阳一刻_DLC11						
enterlevel	120502	Play_Vo_girl005b_02_enterlevel001_001	我好高兴，你又选择了我。		1	0
enterlevel	120502	Play_Vo_girl005b_02_enterlevel002_002	分析员，这次也请注视我吧~		1	0
win	120502	Play_Vo_girl005b_02_win001_026	防晒霜？如果……是分析员来……		1	0
win	120502	Play_Vo_girl005b_02_win002_027	按摩？好的，请……用力一些……		1	0
main001	120502	Play_Vo_girl005b_02_main001_032	稍微再紧一些……嗯！啊……分析员？我想在您来之前调整到最好的状态……	speak.120502_main001	1	0
main002	120502	Play_Vo_girl005b_02_main002_033	太阳晒得身上火辣辣的痛呢……呵呵呵……是和分析员一起留下的伤痕呢……	speak.120502_main002	1	0
main003	120502	Play_Vo_girl005b_02_main003_034	瞄准……嘿！咦，分析员！？抱歉，要、要帮你擦一下吗？	speak.120502_main003	1	0
main101	120502	Play_Vo_girl005b_02_main101	难得来到海边，分析员……可以陪我去游泳吗？	speak.120502_main101	1	0
main201	120502	Play_Vo_girl005b_02_main201	红茶……不适合大海和沙滩呢。	speak.120502_main201	1	0
main700	120502	Play_Vo_girl005b_02_main700	分析员……杯子已经空了，我来帮你添上吧。这次也倒满吧？	speak.120502_main700	1	0
main701	120502	Play_Vo_girl005b_02_main701	【抓住分析员的手】等等！（舔的声音）【舔完】呵呵~这种葡萄，香味浓郁。	speak.120502_main701	1	0
main702_01	120502	Play_Vo_girl005b_02_main702_01	【被摸头发舒服地鼻息声】呼……	speak.120502_main702_01	1	0
main702_02	120502	Play_Vo_girl005b_02_main702_02	【一边被扶起一边轻喘】哈啊……哈啊……	speak.120502_main702_02	1	0
main703	120502	Play_Vo_girl005b_02_main703	【被捧起来】嗯？【被亲】唔！嗯~（先惊讶然后平静）【微微喘】你偶尔……也会变得粗暴呢。	speak.120502_main703	1	0
main720	120502	Play_Vo_girl005b_02_main720	【被托起下巴】分析员有什么吩咐吗？【被挠痒痒】哈哈哈……啊！（摔倒）【被玫瑰划，边喘气边后退】（喘气音）……啊！（被玫瑰刺痛）【夺过玫瑰并捏紧】不，请继续。【被压倒】（给个被压的反应声），嗯，我会听话的（乖巧温柔）。	speak.120502_main720	1	0
main731	120502	Play_Vo_girl005b_02_main731	唔（害羞的出气）		1	0
main732	120502	Play_Vo_girl005b_02_main732	呵（害羞笑）		1	0
main733	120502	Play_Vo_girl005b_02_main733	唔（害羞的哼唧）		1	0
main734	120502	Play_Vo_girl005b_02_main734	呵（有点惊的笑）		1	0
main735	120502	Play_Vo_girl005b_02_main735	呵（轻笑）		1	0
main736	120502	Play_Vo_girl005b_02_main736	呵呵（稍微笑出来地笑）		1	0
main737	120502	Play_Vo_girl005b_02_main737	嗯（害羞）		1	0
main738	120502	Play_Vo_girl005b_02_main738	呵（温馨地笑）		1	0
main739	120502	Play_Vo_girl005b_02_main739	唔（有点不适应地哼唧）		1	0
main740	120502	Play_Vo_girl005b_02_main740	呵（些许受惊）		1	0
main7401	120502	Play_Vo_girl005b_02_main741	嗯（乖巧）		1	0
main7402	120502	Play_Vo_girl005b_02_main742	呵呵（乖巧笑）		1	0
main7403	120502	Play_Vo_girl005b_02_main743	诶？（疑惑）		1	0
main7404	120502	Play_Vo_girl005b_02_main744	呜！（有一点点痛）		1	0
main7405	120502	Play_Vo_girl005b_02_main745	嗯？（有点吓到）		1	0
main7406	120502	Play_Vo_girl005b_02_main746	唔！（被冰块吓到）		1	0
main761	120502	Play_Vo_girl005b_02_main761	唔~啊~（紧张又慢慢舒缓的气声），我不太习惯这样。	speak.120502_main761	1	0
main762	120502	Play_Vo_girl005b_02_main762	请不要这样看着我……有点难为情。	speak.120502_main762	1	0
main763	120502	Play_Vo_girl005b_02_main763	分析员不嫌弃的话，请继续。	speak.120502_main763	1	0
main764	120502	Play_Vo_girl005b_02_main764	这种触摸方式，好温柔。	speak.120502_main764	1	0
main765	120502	Play_Vo_girl005b_02_main765	啊那里哈哈……哈哈（咬住手，还是漏出声音）	speak.120502_main765	1	0
main766	120502	Play_Vo_girl005b_02_main766	哈哈哈哈哈哈哈……（可循环长笑声）	speak.120502_main766	1	0
main767	120502	Play_Vo_girl005b_02_main767	嗯~温柔的抚摸，我也喜欢。	speak.120502_main767	1	0
main768	120502	Play_Vo_girl005b_02_main768	还有……分析员手心的温度，暖暖的	speak.120502_main768	1	0
main769	120502	Play_Vo_girl005b_02_main769	我可以……再靠近一些吗？呵呵（撩头发的时候笑一下）	speak.120502_main769	1	0
main770	120502	Play_Vo_girl005b_02_main770	就今晚，可以直属于我吗？呵呵（撩头发的时候笑一下）	speak.120502_main770	1	0
main771	120502	Play_Vo_girl005b_02_main771	这个是？（舔两下），是我喜欢的味道~呵~	speak.120502_main771	1	0
main772	120502	Play_Vo_girl005b_02_main772	刚刚是？（舔两下），好甜，分析员也要尝尝吗？	speak.120502_main772	1	0
main773	120502	Play_Vo_girl005b_02_main773	嗯……（轻轻呼口气），这样的我，分析员也喜欢吗？	speak.120502_main773	1	0
main774	120502	Play_Vo_girl005b_02_main774	嗯……（轻轻呼口气），在你面前，我想做真实的自己。	speak.120502_main774	1	0
main775	120502	Play_Vo_girl005b_02_main775	啊！（稍稍吓到）好冰！不过……也很舒服。（接个轻喘）	speak.120502_main775	1	0
main776	120502	Play_Vo_girl005b_02_main776	哈啊！我没事，就是有点吓到了。（接个轻喘）	speak.120502_main776	1	0
						
凯茜娅_朝翼_沐浪倦姿_DLC11						
enterlevel	111502	Play_Vo_girl015a_02_enterlevel001_001	就算换了泳装，还是很热啊~		1	0
enterlevel	111502	Play_Vo_girl015a_02_enterlevel002_002	哎~又要出一身汗了。		1	0
win	111502	Play_Vo_girl015a_02_win001_026	无趣的工作就到此为止吧。		1	0
win	111502	Play_Vo_girl015a_02_win002_027	去做点更刺激的事情怎么样？		1	0
main001	111502	Play_Vo_girl015a_02_main001_032	醒了？可惜……可惜什么？猜猜看，猜中的话……	speak.111502_main001	1	0
main002	111502	Play_Vo_girl015a_02_main002_033	每天都是这些工作，不觉得腻吗？就不想……找点乐子么？	speak.111502_main002	1	0
main003	111502	Play_Vo_girl015a_02_main003_034	沙滩排球，你只打算和我玩这个？看来我不擅长，下一项吧。	speak.111502_main003	1	0
main101	111502	Play_Vo_girl015a_02_main101	我可是特地穿成这样，多看看，不会有什么损失的。	speak.111502_main101	1	0
main201	111502	Play_Vo_girl015a_02_main201	让佣兵享受阳光？哼，真是恶趣味。	speak.111502_main201	1	0
main700	111502	Play_Vo_girl015a_02_main700	【背影走动】你倒是挺会享受的嘛，【吸一口椰汁】（滋溜~）【一边坐一边说】不介意我一起吧？	speak.111502_main700	1	0
main701_01	111502	Play_Vo_girl015a_02_main701_01	【伸脚踩】诶，呵呵（调皮但女王的笑声）	speak.111502_main701_01	1	0
main701_02	111502	Play_Vo_girl015a_02_main701_02	别太得意忘形了哦~【一脚把分析员踹开】	speak.111502_main701_02	1	0
main702_01	111502	Play_Vo_girl015a_02_main702_01	哼哼~（轻笑）该我享受一下了吧~【撩头发】那就交给你了。	speak.111502_main702_01	1	0
main702_02	111502	Play_Vo_girl015a_02_main702_02	【翻身】手法不错，【伸手摸镜头】你怎么……【猛靠近】这么熟练？【推开】哼~	speak.111502_main702_02	1	0
main703_01	111502	Play_Vo_girl015a_02_main703_01	（起身拿草莓）要吃点吗？（伸手喂）来。（逗分析员，不给分析员吃）嘿~（被拉住然后推倒）诶！？唔！	speak.111502_main703_01	1	0
