索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
	1	【DLC30】主线视觉错位解密教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	205				2		
																																																									
10345		【DLC30】FarmWar局内教学图	Force	0		8712		1							0																																					8712					
	1	【DLC30】FarmWar毁灭能量图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	211				2		
																																																									
10347		【DLC3.1趣味】七日派对关卡教学1-PC	Force	2		7018		1							0												guideui.Party07_Guide02		guideui.Party07_Guide03		{600,300}	安卡希雅	card.girl011	1	1				Click													7018					
	1	【DLC3.1趣味】七日派对关卡教学1-PC			Jump										0	Fight	GameLevelFight/BtnFly/BtnFly										guideui.Party07_Guide02		guideui.Party07_Guide03		{600,300}	安卡希雅	card.girl011	1	1				Click					GuideClick				{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}};{"CheckGuidePause",{0}}						2		
																																																									
10347		【DLC3.1趣味】七日派对关卡教学1-手机	Force	1		7018		1							0												guideui.Party07_Guide01		guideui.Party07_Guide03		{600,300}	安卡希雅	card.girl011	1	1				Click													7018					
	1	【DLC3.1趣味】七日派对关卡教学1-手机			Jump										0	Fight	GameLevelFight/BtnFly/BtnFly										guideui.Party07_Guide01		guideui.Party07_Guide03		{600,300}	安卡希雅	card.girl011	1	1				Click					GuideClick				{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}};{"CheckGuidePause",{0}}						2		
																																																									
10348		【DLC3.1趣味】七日派对关卡教学——喷气机	Force	0		7018		1							0																																					7018					
	1	【DLC3.1趣味】七日派对关卡教学——喷气机													0																																	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	215				2		
																																																									
10349		【DLC3.1趣味】七日派对关卡教学——喷气机	Force	0		7019		1							0																																					7019					
	1	【DLC3.1趣味】七日派对关卡教学——喷气机													0																																	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	215				2		
																																																									
10350		【DLC3.1趣味】七日派对关卡教学——喷气机	Force	0		7020		1							0																																					7020					
	1	【DLC3.1趣味】七日派对关卡教学——喷气机													0																																	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	215				2		
																																																									
10351		【DLC32主线】相机玩法PC端	Force	2		11602		1							0																																					11602					
	1	【DLC32主线】相机玩法													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	219				2		
																																																									
10351		【DLC32主线】相机玩法手机端	Force	1		11602		1							0																																					11602					
	1	【DLC32主线】相机玩法													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	220				2		
																																																									
10352		时空回溯教学	Force	2		11602		1							0																																										
	1	时空回溯教学			SwitchSkillIntro										0	Fight	BackTrackPanel/BtnLeft						{250}				guideui.DLC32BacktrackleftPC		guideui.DLC32Backtracklefthandle		{200,450}	安卡希雅	card.girl011	1	0	0			LongPress																		
																																																									
10352		时空回溯教学	Force	1		11602		1							0																																										
	1	时空回溯教学			SwitchSkillIntro										0	Fight	BackTrackPanel/BtnLeft						{250}				guideui.DLC32Backtrackleft		guideui.DLC32Backtracklefthandle		{200,450}	安卡希雅	card.girl011	1	1	0			LongPress																		
																																																									
10353		3.2激浪联航教学图	Force	0				1							0																																										
	1	3.2激浪联航教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	235				2		
																																																									
10354		【DLC33主线】屏障玩法教学1	Force	0		11707		1							0																																					11707					
	1	【DLC33主线】屏障玩法教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	249						
																																																									
10354		【DLC33主线】屏障玩法教学2	Force	0		11707		1							0																																					11707					
	1	【DLC33主线】屏障玩法教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	249						
																																																									
10355		【DLC33主线】新刷怪玩法教学1	Force	0		11703		1							0																																					11703					
	1	【DLC33主线】新刷怪玩法教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	250						
																																																									
10356		【DLC33主线】虫洞玩法教学1	Force	0		11705		1							0																																					11705					
	1	【DLC33主线】虫洞玩法教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	251						
																																																									
10356		【DLC33主线】虫洞玩法教学2	Force	0		11705		1							0																																					11705					
	1	【DLC33主线】虫洞玩法教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	251						
																																																									
10357		【DLC33脉冲连袭】玩法引导	Force	0		9511		1							0																																										
	1	【DLC33脉冲连袭】玩法引导													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	253				2		
																																																									
10358		【DLC34主线】打碎玻璃玩法教学	Force	0		11713		1							0																																					11713					
	1	【DLC34主线】打碎玻璃玩法教学													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	257						
																																																									
10359		【DLC34主线】重力玩法教学	Force	0		11714		1							0																																					11714					
	1	【DLC34主线】重力玩法教学													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	258						
																																																									
10360		【DLC34】FarmWar局内教学图	Force	0		8892		1							0																																					8892					
	1	【DLC34】FarmWar总教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	202				2		
																																																									
10361		【DLC34】FarmWar局内教学图	Force	0		8893		1							0																																					8893					
	1	【DLC34】FarmWar飞行教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	203				2		
																																																									
10362		【DLC34】FarmWar局内教学图	Force	0		8895		1							0																																					8895					
	1	【DLC34】FarmWar增益机教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	204				2		
																																																									
10363		【DLC34】FarmWar局内教学图	Force	0		8892		1							0																																					8892					
	1	【DLC34】FarmWar毁灭能量图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	211				2		
																																																									
10364		【DLC34】FarmWar局内教学图	Force	0		8896		1							0																																					8896					
	1	【DLC34】FarmWar碎石教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	261				2		
																																																									
10365		【DLC34】FarmWar局内教学图	Force	0		8898		1							0																																					8898					
	1	【DLC34】FarmWar精土教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	262				2		
																																																									
10366		【DLC34】FarmWar局内教学图	Force	0		8900		1							0																																					8900					
	1	【DLC34】FarmWar跳板教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	263				2		
																																																									
10367		【DLC34】FarmWar局内教学图	Force	0		8905		1							0																																					8905					
	1	【DLC34】FarmWar冰块教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	264				2		
																																																									
10368		【DLC34】FarmWar局内教学图	Force	0		8905		1							0																																					8905					
	1	【DLC34】FarmWar雪球教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	265				2		
																																																									
10369		【DLC34】FarmWar局内教学图	Force	0		8904		1							0																																					8904					
	1	【DLC34】FarmWar无尽教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	266				2		
																																																									
10370		【DLC34】FarmWar局内教学图	Force	0		8894		1							0																																					8894					
	1	【DLC34】FarmWar特殊蔬菜教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	267				2		
																																																									
10371		【DLC35主线】冰冻桶玩法教学图	Force	0		11722		1							0																																					11722					
	1	【DLC35主线】冰冻桶玩法教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	273				2		
																																																									
10372		【DLC35主线】消防栓玩法教学图	Force	0		11724		1							0																																					11724					
	1	【DLC35主线】消防栓玩法教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	274				2		
																																																									
10373		【DLC35主线】快艇玩法移动端教学图	Force	1		11726		1							0																																					11726					
	1	【DLC35主线】快艇玩法移动端教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	275				2		
