	中文简体	1=临时文案  0和不填都=正式文案	//备注
TxtContainerBox2_des	攻击集装箱的转向装置，可以使集装箱旋转，以制造出可前进道路。	0	
TxtContainerBox3_des	攻击集装箱的运输装置，可以使集装箱上下移动，以制造出可前进道路。	0	
TxtLittleRobot1	【蜜獾探测机器人】	0	
TxtLittleRobot1_des	与“蜜獾”探测机器人建立连接后，可以随时点击切换按钮在角色和机器人之间切换。	0	
			
TxtTutorialRealTower01Title	【阶段考核】	0	
TxtTutorialRealTower01	战术考核每章的第5和第10个考核关卡为阶段考核，在章节开放时，第1关卡和第5关卡同时开放，可直接挑战第5关卡，挑战成功后会直接同时开启第6和第10关卡。	0	
TxtTutorialRealTower02Title	【阶段考核奖励】	0	
TxtTutorialRealTower02	成功完成第5或第10关卡的考核后，可以直接获得第1~5关卡或第6~10的汇总考核奖励，请分析员注意查收。	0	
			
TxtOnlineHardPoint	突击记录:	0	
TxtOnlineHardWarn	紧急	0	
TxtOnlineHardTryRole	试用队员	0	
TxtOnlineHardTips	关卡难度和突发事件刷新间隔为1小时	0	
TxtOnlineHardTitle	火线突击	0	
TxtFormationEvent	突发事件	0	
TxtOnlineNewSettlement	获得突击记录：	0	
TxtOnlineHardNew1	紧急任务：	0	
TxtOnlineHardNew2	关卡进度：	1000	
TxtOnlineHardNew3	获得精神协作值：<span color="#d68238">%d</>	0	
TxtOnlineHardNew4	紧急任务	0	
TxtOnlineHardNew5	紧急任务刷新：	0	
TxtOnlineHardNewTask	联合突击任务	0	
TxtTutorialCombine01Title	火线突击	0	
TxtTutorialCombine02Title	突发事件和紧急任务	0	
TxtTutorialCombine03Title	突击等级与突击日志	0	
TxtTutorialCombine04Title	试用队员	0	
TxtOnlineHardNewTab1	突击等级	0	
TxtOnlineHardNewTab2	突击日志	0	
TxtOnlineHardNewTitle	突击进程	0	
TxtOnlineHardMissionDetail	完成突击日志事项可提升突击等级	0	
TxtOnlineHardMissionDetai2	可获得{1}突击记录	0	
TxtOnlineHardMissionDetai3	突击记录获取规则	0	
			
TutorialOnlineHardTitle1	【火线突击】		
TutorialOnlineHardDesc1	在火线突击中，天启者们将面对全新的挑战，参与者需要协同配合面对不同方向的对手。\n关卡和突发事件刷新间隔为1小时	0	
TutorialOnlineHardTitle2	【护送浮空车】	0	
TutorialOnlineHardDesc2	保护浮空车不受敌方攻击，使其安全抵达目的地。	0	
TutorialOnlineHardTitle3	【御敌波次】	0	
TutorialOnlineHardDesc3	敌方将按波次来袭，请逐一将其击退。	0	
TutorialOnlineHardTitle4	【迎战首领】	0	
TutorialOnlineHardDesc4	击败实力强大的敌方首领。	0	
TutorialOnlineHardTitle5	【生存角逐】	0	
TutorialOnlineHardDesc5	击败所有来袭的敌方目标。	0	
TutorialOnlineHardTitle6	【解救人质】	0	
TutorialOnlineHardDesc6	解救人质并将其安全护送至目的地。	0	
			
TxtTutorialRichManLoveTitle1	【使用卡牌】		
TxtTutorialRichManLoveTitle2	【活动说明】		
TxtTutorialRichManLoveTitle3	【前进方式】		
TxtTutorialRichManLoveTitle4	【收纳挑战】		
TxtTutorialRichManLoveTitle5	【心动攻略】		
TxtTutorialRichManLoveTitle6	【心动图鉴】		
TxtRichManLoveDes1	分析员可以在心动派对中，获得各种不同卡牌。\n心动派对开始时，分析员可以获得一张【超前点映卡】，每星期一可以使用它进入活动周。在此期间，分析员遇到少女时可以进入约会剧情，除提升属性数值外还可以获得卡牌奖励。\n超前点映卡只能在每轮心动派对中获得一张，请分析员搭配当前总增益寻找合适的时机使用。请多多获取并使用卡牌，提升自己的属性~		
TxtRichManLoveDes2	每掷骰子前进1次，代表在心动派对中度过1天。分析员可以在社区中体验6周共计42天，分析员将面临各种事件，而通过在这些事件中选择不同的选项，分析员可以提升自身属性，最终获得社区成就。\n另外，6周中内将有1周为活动周，本周内与少女相遇，将会触发活动周约会事件。		
TxtRichManLoveDes3	分析员使用骰子掷出可以前进的格子数，每次抵达岔路口时，都可以选择前进的方向。\n点击前进按钮左上角的数字，调整单次点击后连续前进的轮数，连续前进轮次的最大值为当周剩余天数。		
TxtRichManLoveDes4	啊呀，少女们的鞋子堆在一起，需要分析员帮忙整理一下~\n在限定时间内翻找鞋子即可获得属性数值增加的奖励！如果成功翻找出三双鞋子，并且有两双属于同一位少女，将会额外获得一张卡牌。		
TxtRichManLoveDes5	分析员可以通过心动攻略查看少女们的喜好。\n当属性数值达到指定值后，可在每周末开启分析员和少女独属的甜蜜邀约，提升少女心动指数。\n分析员还可以通过查看心动攻略，了解不同社区成就的获取方式。		
TxtRichManLoveDes6	在心动图鉴中，分析员可以查看所有收集到的心动瞬间与社区成就。\n通过多次体验心动派对，分析员可以收集多种社区成就，让分析员在下一轮心动派对的属性检定中获得优势。收集不同的社区成就组合，也能为下轮心动派对增加开局优势。		
			
TxtRikiBGM	设为背景音乐	0	
TxtRikiMainUI	主界面	0	
			
TxtDungeonsBossReplay	再次挑战	0	
TxtDungeonsBossNextDiff	下一难度	0	
			
TxtTutorialMassageTitle01	【调理点位】		
TxtTutorialMassageDes01	需要进行神经调理的天启者，身上会分布着不同的压力点位，颜色越深代表程度越重\n通过不同方式来为少女进行神经调理，点位达到爱心即代表这个点位的调理完成\n<span color="#d68238">可以通过手指滑动屏幕或鼠标右键转动视角，方便查看点位</>		
TxtTutorialMassageTitle02	【调理方式】		
TxtTutorialMassageDes02	分析员可以使用三种调理方式进行神经调理，不同的调理方式将对压力点位产生不同的影响\n捶和捏都可以对压力点位进行调理，但是<span color="#d68238">捶会同时影响到周围的点位</>\n当捶或捏过度时压力点位会变为灰色，此时需要通过揉来进行舒缓\n<span color="#d68238">灰色的点位将会降低调理结束时的星级评价</>		
TxtTutorialMassageTitle03	【消耗体力】		
TxtTutorialMassageDes03	<span color="#d68238">在左侧选择调理方式后，通过点击右侧按键即可进行调理的开始与暂停</>\n无论使用哪种调理方式，都将消耗分析员的体力\n当体力耗尽时神经调理将会提前结束，请注意随时监控体力的剩余状态噢\n<span color="#d68238">通过提升调理等级可以获得更高的体力上限，重复低难度的神经调理也能获得经验以提升调理等级</>		
			
TxtDLC10.BtnShop	特营集市	0	
TxtDLC10.BtnMission	幕后逸闻	0	
TxtDLC10.BtnStory	极夜行动	0	
TxtDLC10.BtnDefense	离分空镜	0	
TxtDLC10.BtnOnline	重雾消弭	0	
TxtDLC10.BtnRefresh	光隙留影	0	
			
TxtOnlinePointHighOnly	最佳伤害记录	1000	
TxtOnlineBossSettlementHarm	本次伤害	1000	
			
TxtDefenseFullCombo	连续击败所有目标<span color="#cc6a00">达成</>	0	
TxtDefenseFullComboShadow	连续击败所有目标达成	0	
			
TxtDLC10.PreviouslyOn	前情提要		
			
TxtChangerole.title	随机封面角色设置	0	
TxtChangerole.btn	确认	0	
TxtChangerole.default	随机	0	
TxtChangescene.title	随机封面互动设置	1	
TxtMainbg.empty	暂未获得互动封面	1	
			
TxtArmsparts.shadow	投影	0	
			
TxtFashionEquip	已经佩戴	0	
			
TxtDormMaster.ring	配饰		
TxtDormMaster.chothes	服装		
TxtDormMaster.wear	佩戴戒指		
TxtDormMaster.unwear	取下戒指	0	DLC2.5宿舍
			
bossswitch	形态切换	0	
			
SkipTask	是否确认跳过当前的任务目标		
PushBoxReset	是否重置本次挑战		DLC2.7主线按钮
			
TxtDLC11.BtnShop	碧水商贸	0	
TxtDLC11.BtnMission	游园清单	0	
TxtDLC11.BtnStory	碧水假日	0	
TxtDLC11.BtnDefense	浮岛戏水	0	
TxtDLC11.BtnOnline	机动舞台	0	
TxtDLC11.BtnRefresh	水上乐园	0	
TxtDLC11.BtnRush	海姆向前冲	0	
TxtDLC11.BtnDive	禁区协议	0	
			
			
TxtDecompose	分解	0	
TxtSynthesis	合成	0	
TxtSynthesis_1	分解合成	0	
TxtDecompose_tip_1	本次分解将消耗<span color="#d68238">%d</>个<span color="#d68238">%s</>，分解后获得<span color="#d68238">%d</>个<span color="#d68238">%s</>，请确认是否进行分解？	0	
TxtDecompose_tip_2	单次分解上限为%d	0	
TxtSynthesis_tip_1	本次合成将消耗<span color="#d68238">%d</>个<span color="#d68238">%s</>，合成后获得<span color="#d68238">%d</>个<span color="#d68238">%s</>，请确认是否进行合成？	0	
TxtSynthesis_tip_2	单次合成上限为%d	0	
			
TxtOnlineResPlayerBuff	特长兑换	0	
TxtOnlineResTeamBuff	效果兑换	0	
			
TxtRogueScore	无尽挑战积分	0	
TxtRogueScore2	挑战积分	1000	试炼战场积分title
			
TxtParty.dailyscore	本日冲关积分上限：	0	
TxtParty.reward	海姆奖池	0	DLC2.7海姆向前冲3.0
TxtParty.riki	海姆百科	0	DLC2.7海姆向前冲3.0
TxtParty.matching	匹配中	0	
TxtParty.matchcancel	取消匹配	0	
TxtParty.matchsuccess	匹配成功	0	
TxtParty.matchsuccess1	正在进入	0	3.5海姆进入提示
TxtParty.matchtip	即将进入冲关啦……	0	3.5海姆进入提示
TxtParty.matchtip1	即将进入优化吧……	0	3.5海姆进入提示
TxtParty.matchtip2	即将进入决战哈姆……	0	3.5海姆进入提示
TxtParty.matchtip3	即将进入捉迷藏……	0	3.6海姆进入提示
TxtParty.waiting	等待其他玩家进入游戏...	0	
TxtParty.changeclothes	切换上阵形象	0	
TxtParty.roleselected	选择上阵	0	
TxtParty.roleequip	已上阵	0	
TxtParty.rikiscore	最佳成绩：	0	
TxtParty.rikiscore_1	最高追捕人数：	0	DLC2.7海姆向前冲3.0
TxtParty.rikiscore_2	最长躲避时间：	0	DLC2.7海姆向前冲3.0
TxtParty.rikitime	累计参加：	0	DLC2.7海姆向前冲3.0
TxtParty.mission	任务奖励	0	
TxtParty.lvreward	等级奖励	0	
TxtParty.level	当前等级	0	DLC2.7海姆向前冲3.0
TxtParty.start	冲关啦	0	DLC2.7海姆向前冲3.0
TxtParty.level_Unlock	当前等级达到%d时解锁	0	DLC2.7海姆向前冲3.0
TxtParty.EXP	获得积分	0	DLC2.7海姆向前冲3.0
TxtParty.hlepimgs_Title1	【海姆向前冲】	0	
TxtParty.hlepimgs_des1	海姆向前冲是安卡希雅研发的一款虚拟派对游戏，经过一轮针对卡死的优化后，现在已经可以供分析员与海姆达尔队员随时体验。\n分析员可以通过操作角色进行移动、跳跃、二段跳跃，躲避各种障碍，进行冲关挑战。	0	
TxtParty.hlepimgs_Title2	【竞速赛】	0	
TxtParty.hlepimgs_des2	在限定时间内抵达终点，即为完成冲关，越早完成冲关排名越靠前。	0	
TxtParty.hlepimgs_Title3	【生存赛】	0	
TxtParty.hlepimgs_des3	在限定时间内坚守在场上，不要从平台上掉落。可以失误的次数有限，请小心应对各种阻碍。	0	
TxtParty.hlepimgs_Title4	【抢分赛】	0	
TxtParty.hlepimgs_des4	在限定时间内积分达到目标值即为完成冲关。获取积分越多排名越靠前，请根据计分规则，多多获取积分。	0	
TxtParty.hlepimgs_Title5	【存档与复活】	0	
TxtParty.hlepimgs_des5	冲关途中有可以记录冲关进度的存档点。如果在冲关途中跌落，会在上一个存档点复活。	0	
TxtParty.hlepimgs_Title6	【模式选择】	0	DLC2.5海姆向前冲2.0
TxtParty.hlepimgs_des6	通过勾选，可以选择喜欢的模式进行冲关。	0	DLC2.5海姆向前冲2.0
TxtParty.hlepimgs_Title7	【技巧赛】	0	DLC2.5海姆向前冲2.0
TxtParty.hlepimgs_des7	新增的技巧赛模式与常规赛模式相同，包含了竞速赛、生存赛和抢分赛3种比赛类型。\n在技巧赛模式的冲关挑战中，可以使用各种技能和道具来提升排名。不过，这非常考验使用技能和道具的时机。	0	DLC2.5海姆向前冲2.0
TxtParty.matching2	开始匹配	0	
TxtParty.matching3	开始冲关	0	3.2海姆优化作战外围
TxtParty.hlepimgs_Title8	【新增模式】	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_des8	在海姆向前冲中，原有的技巧赛与常规赛合并为【冲关啦】，除此之外，新增了全新模式【捉迷藏】，欢迎分析员前往体验	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_Title9	【捉迷藏】	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_des9	在【捉迷藏】模式中，所有的选手将被随机分配【躲避方】或【追捕方】的身份。躲避方拥有拟态为场景内物件的能力，追捕者需要在限定时间内，找到躲避方以获得胜利	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_Title10	【能力配置】	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_des10	躲避方和追捕方除了拥有1项基础能力外，还可以选择配置1个额外的能力，进入捉迷藏模式后生效	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_Title11	【躲避方】	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_des11	在捉迷藏中，【躲避方】拥有基础能力【拟态】。通过使用能力，可以伪装成场景中的物件以躲开追捕方的追踪，另外还可以使用配置好的额外能力【光学迷彩】或【复制体】，来躲避追捕	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_Title12	【追捕方】	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_des12	在捉迷藏中，【追捕方】拥有基础能力【追捕弹】。通过向面前扔出一枚【追捕弹】，可以使爆炸范围的所有【躲避方】恢复原形态并被捕，另外还可以使用配置好的额外能力【扫描仪】或【定位仪】，来加强追捕能力	0	DLC2.7海姆向前冲3.0教学图
TxtParty.hlepimgs_Title13	【海姆优化作战】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des13	安卡希雅游戏开发再遇大危机！漏洞百出的世界中诞生了名为“哈姆”的错误程序，阻止她修复漏洞。帮她完成对抗玩法的测试，在“海姆大玩家"和“哈姆军团”两大阵营的对抗中取得胜利吧！	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title14	【海姆大玩家】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des14	海姆大玩家阵营的选手，在开局时可以选择武器。一共有冲锋枪，霰弹枪和榴弹炮三种。通过射击，耗尽敌方目标生命即可将其击败。\n海姆大玩家可以通过以下行为来获取局内表现分：\n①击败哈姆\n②积累生存时间\n③对哈姆造成伤害	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title15	【哈姆军团·哈姆】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des15	倒计时结束会随机选择三名选手成为“哈姆”。作为“哈姆军团”阵营的首领，它们拥有护盾保护和鼓舞队友的能力。\n“哈姆军团”阵营的所有选手在被击败后都可以重生，去将“海姆大玩家”都优化成自己的同伴吧！\n哈姆可以通过以下行为来获取局内表现分：\n①优化海姆大玩家\n②承受海姆大玩家造成的伤害	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title16	【哈姆军团·赐疗小哈姆】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des16	“海姆大玩家”被“哈姆军团”阵营的选手攻击耗尽生命时，会被优化为“小哈姆”。每次重生时，选手可以选择拥有其他技能的“小哈姆”。\n赐疗小哈姆的技能为“哈！治疗！”，使用技能后，在原地生成一个圆形光环。光环范围内，每隔一段时间恢复所有哈姆的生命。	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title17	【哈姆军团·重卫小哈姆】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des17	重卫小哈姆的技能为“哈！嘲讽！”，使用技能后，技能持续期间内自身体型放大，生命临时提升。	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title18	【哈姆军团·潜行小哈姆】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des18	潜行小哈姆的技能为“哈！潜行！”，使用技能后，技能持续期间内自身进入隐身状态。	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title19	【哈姆军团·噬斗小哈姆】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des19	噬斗小哈姆的技能为“哈！冲刺！”,使用技能后，技能持续期间提升自身移速。	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_Title20	【战场增益】	0	DLC3.2海姆向前冲4.0教学图
TxtParty.hlepimgs_des20	对局中，积累经验值可以提升等级。大玩家升级时，提升自身攻击力。哈姆升级时，提升自身最大生命。此外，每次升级都可以选择一项增益。	0	DLC3.2海姆向前冲4.0教学图
